first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
1983-02-05,"[16, 10765, 10768, 10759]",34190,Aura Battler Dunbine,['JP'],ja,聖戦士ダンバイン,"Aura Battler Dunbine is an anime television series created by Yoshiyuki Tomino and produced by Sunrise Studios.

Dunbine is set in Byston Well, a parallel world that resembles the countryside of medieval Europe with kingdoms ruled by monarchs in castles, armies of unicorn-riding cavalry armed with swords and crossbows, and little winged creatures called Ferario, flying about offering help or hindrance depending on their mood. The main draw to the series were the insect-like Aura Battlers, used by the population of Byston Well to fight their wars. These fighting suits are powered by a powerful energy called ""aura"" or ""life energy."" Certain people are strong enough with the aura-energy to act as power-supply to these mecha, making them Aura Warriors.

The series aired on Nagoya TV from February 5, 1983 to January 21, 1984, totaling for 49 episodes. There was a three episode anime OVA sequel, 'New Story of Aura Battler Dunbine released in 1988.

The series was later dubbed by ADV Films and was released to DVD in North America, along with the original Japanese version in 2003.",8.424,0.0,0
1983-02-05,[16],10081,The Dukes,['US'],en,The Dukes,The Dukes is an animated series which ran on CBS in 1983 based directly on the popular live-action television series The Dukes of Hazzard.,1.408,3.0,1
1983-01-09,"[10759, 16, 35, 10765]",45110,Future Police Urashiman,['JP'],ja,未来警察ウラシマン,"Mirai Keisatsu Urashiman is a Japanese science fiction manga series written by Hirohisa Soda, illustrated by Noboru Akashi and published by Akita Shoten. It was adapted into a 1983 anime television series produced by Tatsunoko Productions and ran from January 9 to December 24, 1983 on Fuji TV. It was later released in Germany and Sweden as Rock'n Cop, in France as Super Durand, and in Italy as Ryo, un ragazzo contro un impero.

Saban Entertainment planned to release the series in the United States as Rockin' Cops but did not do so. A film version was in the works, but was also abandoned.",2.89,8.0,1
1983-01-09,"[16, 18]",44257,Story of the Alps: My Annette,['JP'],ja,アルプス物語 わたしのアンネット,An anime series based on the children's book and set in the Swiss mountain village of Rossinière.,3.009,0.0,0
1983-01-01,"[16, 35, 10762]",80708,Следствие ведут Колобки,[],ru,Следствие ведут Колобки,,0.65,7.5,2
1982-12-23,"[16, 35, 10751, 10762]",67431,Monica & Friends,['BR'],pt,Turma da Mônica,"Monica, the leader of the crew and 'ruler of the street,' is a little girl with a strong personality, not one to overlook any insult. She absolutely loves her stuffed bunny, Samson, and takes him with her everywhere. Jimmy Five, one of her best friends, is a smart kid, but he's always provoking her. Maggy is Monica's best friend and a super cute girl, who is always eating watermelons. To complete the show's main quartet, enter Smudge, a skillful boy who is terrified of water.",1.145,7.8,5
1982-12-19,"[16, 10762]",87074,Káťa a Škubánek,"['XC', 'CZ']",cs,Káťa a Škubánek,,0.6,7.0,1
1982-11-01,[16],705,SuperTed,['GB'],en,SuperTed,"SuperTed is a Welsh fictional anthropomorphic bear character created by Mike Young. Originally created by Young as a series of stories to help his son overcome his fear of the dark, SuperTed became a popular series of books and led to an animated series produced from 1982 to 1986.",6.112,7.5,13
1982-10-13,"[10765, 16]",37392,Arcadia of My Youth: Endless Orbit SSX,['JP'],ja,わが青春のアルカディア・無限軌道 SSX,"Arcadia of My Youth: Endless Orbit SSX is an animated television series created by Leiji Matsumoto. It's the sequel to the 1982 animated film Arcadia of My Youth. However, like many of the stories set in the Leijiverse, the continuity of the series does not necessarily agree with other Harlock series or films.",3.612,6.3,3
1982-10-08,"[10762, 16, 99, 10751]",4727,Once Upon a Time… Space,['FR'],fr,Il était une fois… l'espace,"The conquest of the Universe! This is roughly the main storyline of ""Once Upon a Time ... Space"". In the future, our well-known friends, Maëstro, Pierrot, Petit Gros, accompanied by the newcomers Psi (Mercedes by her real name) and the Metro robot, will go from adventure to adventure, from planet to planet, it will be a question of prehistory, ecology, new energy resources, etc. They will notably be confronted with the terrible confederation of Cassiopeia, led by the ambitious Teigneux and his henchman the Dwarf.",4.654,7.2,20
1982-10-07,"[10759, 16, 10765]",8880,Space Cobra,['JP'],ja,スペースコブラ,"Cobra lived an adventurous life until his enemies began to hunt him down. He surgically altered his face and erased his own memory in order to hide from his foes and lead a normal life. Eventually, he regains his memories and re-unites with his old partner Lady Armaroid and his ship Tortuga. Cobra travels the galaxy, fighting the outlaw Pirate Guild, but also fleeing the law-enforcing Milky Way Patrol.",12.685,8.0,63
1982-10-06,"[16, 10765, 35]",34797,Tokimeki Tonight,['JP'],ja,ときめきトゥナイト,"Tokimeki Tonight is a manga series by Koi Ikeno, which ran in the Japanese manga magazine, Ribon, from July 1982 to October 1994. An anime TV series was adapted from the manga and was broadcast on NTV from October 7, 1982 to September 22, 1983.",2.164,10.0,1
1982-10-03,"[16, 18, 10759]",21734,Macross,['JP'],ja,超時空要塞マクロス,After a mysterious spaceship crashes on Earth a fleet of spaceships belonging to a race of aliens known as the Zentradi descend upon Earth sparking an intergalactic war.,8.415,8.0,12
1982-09-25,[16],31407,The Mork & Mindy / Laverne & Shirley / Fonz Hour,['US'],en,The Mork & Mindy / Laverne & Shirley / Fonz Hour,"Mork & Mindy/Laverne & Shirley/Fonz Hour is a 1982 cartoon series produced by Hanna-Barbera and Ruby-Spears Productions in association with Paramount Network Television, featuring animated versions of characters from Mork & Mindy, Laverne & Shirley, and Happy Days, all part of the same franchise. This Saturday morning series lasted for one season on ABC.

This show was divided into two segments, entitled Mork & Mindy and Laverne & Shirley with the Fonz.",2.041,7.0,1
1982-09-25,"[16, 35]",12307,Pac-Man,['US'],en,Pac-Man,"Pac-Man is an animated television series produced by Hanna-Barbera based on the video game Pac-Man by Namco, which premiered on ABC and ran from 1982 to 1983. It was also the first Hanna-Barbera animated series based on a video game.",5.719,6.6,8
1982-09-25,[16],1872,The Little Rascals,['US'],en,The Little Rascals,"The Little Rascals was a 1982–1984 Saturday morning cartoon series produced jointly by Hanna-Barbera Productions and King World, and broadcast on ABC. Based upon the classic Our Gang comedy short films, it was part of a 90-minute package program, The Pac-Man/Little Rascals/Richie Rich Show, with Pac-Man and Richie Rich in 1982–1983, and part of the 30-minute The Little Rascals/Richie Rich Show in 1983 – 1984.",0.6,6.0,1
1982-09-18,"[10751, 16, 10762]",34868,Shirt tales,['US'],en,Shirt tales,"Shirt tales is an American animated series that aired on NBC from September 18, 1982 to January 21, 1984. The series featured animal characters, created in 1980 by greeting card designer Janet Elizabeth Manco, that were among Hallmark Cards' best sellers at the time.",2.628,10.0,1
1982-09-18,"[16, 10765]",11584,Pandamonium,['US'],en,Pandamonium,Pandamonium is a 1982-83 animated series that aired on CBS.,0.922,7.0,1
1982-09-18,[16],11328,The Incredible Hulk,['US'],en,The Incredible Hulk,"The Incredible Hulk is an animated television series based on the Marvel Comics character of the same name. The series ran for 13 episodes on NBC in 1982, part of a combined hour with Spider-Man and His Amazing Friends. Unlike the previous live-action The Incredible Hulk television series from Universal in the 1970s, this series was based upon the Hulk comic-books and was able to portray the more fantastical elements of the comics as sticking to his true name and origin as well as featuring the return of the original characters in his life all of which the live-action series refused to show. It featured stories faithful to the source material from Marvel, In addition, new recurring characters were created for the series including the Hispanic family of father Rio and his youthful daughter Rita.",10.452,6.2,12
1982-09-18,[16],631,Gilligan's Planet,['US'],en,Gilligan's Planet,"Gilligan's Planet is a Saturday morning cartoon produced by the Filmation animation studio and MGM/UA Television which aired during the 1982-1983 season on CBS. It was the second animated spin-off of the popular sitcom Gilligan's Island, the first being The New Adventures of Gilligan.

Gilligan's Planet was the last cartoon series that Filmation produced for Saturday mornings; afterwards, they produced cartoons exclusively for syndication. It was also the first Filmation series to feature the Lou Scheimer ""signature"" credit.

Gilligan's Planet was also the final 1980s Saturday morning cartoon to retain Charley Douglass's adult laugh track. Thereafter, Filmation dismissed Douglass' chuckles for its animated lineup as it transitioned to more heroically-themed cartoons that were more dramatic for a laugh track.

In 2012, Animation World Network named Gilligan's Planet the 57th greatest animated television series of all-time.",2.006,6.0,1
1982-07-05,[16],34110,The Kabocha Wine,['JP'],ja,Ｔｈｅ♥かぼちゃワイン,"The Kabocha Wine is a Japanese manga series written and illustrated by Mitsuru Miura. It was serialized in Kodansha's Weekly Shōnen Magazine from 1981 to 1984. The Kabocha Wine received the 1983 Kodansha Manga Award for the shōnen category.

The sequel to the manga, The Kabocha Wine - Sequel is a one-shot manga published by Seirindo on October 15, 2006.

The third series of the manga, The Kabocha Wine - Another is published by Akita Shoten.

It has been adapted into an 95 episode anime series by Toei Animation.

The sequel to the anime was in the form of an animated movie, called The Kabocha Wine: Nita no Aijou Monogatari, which was released on July 14, 1984 by Toei Animation.

On October 26, 2007, wint released a DVD for the live-action movie adaptation of the third manga series, called The Kabocha Wine - Another. Directed by Hitoshi Ishikawa, the movie starred Yoko Kumada.",3.366,0.0,0
1982-06-29,"[10762, 16, 10759]",11285,The Mysterious Cities of Gold,"['BE', 'FR', 'JP', 'LU', 'PT']",ja,太陽の子エステバン,The adventures of a young Spanish boy named Esteban who joins a voyage to the New World in search of the lost Cities of Gold and his father.,14.004,0.0,0
1982-05-08,"[16, 35]",25833,Little Pollon,['JP'],ja,おちゃめ神物語コロコロポロン,"The main character of the story is Pollon, a sweet, precocious little girl who is the daughter of the God of the Sun, Apollo. Pollon's goal in life is to grow up to become a beautiful and powerful goddess. She attempts to do good deeds and help out any way she can in order to achieve the status of godhood. Invariably, her overtures backfire and end up causing major trouble for both the gods of Olympus and their human subjects. However, Pollon's kind heart, perseverance and indomitable spirit win out in the end, as she attains the title of ""Goddess of Hope.""",4.801,0.0,0
1982-05-05,[16],20199,Acrobunch,['JP'],jv,魔境伝説アクロバンチ,"Acrobunch was an anime series aired in 1982. There were 24 episodes. It is also referred to as ""Demon Region Legendary Acrobunch"", ""'Demon Regions Legend Acrobunch"", ""'Ruins Legend Acrobunch"", ""'Acrobanch"".",0.932,0.0,0
1982-05-01,[16],8989,Thunderbirds 2086,['JP'],en,Thunderbirds 2086,"Thunderbirds 2086 is a Japanese anime series loosely inspired by the original Gerry Anderson Supermarionation series Thunderbirds. The series was dubbed in English by ITC Entertainment, the original company who produced Thunderbirds, but is not officially recognised as part of Thunderbirds canon, due to the non-involvement of either Gerry or Sylvia Anderson. Despite this the English dub of the series contains music and sound effects from Anderson's series Stingray, Thunderbirds, Captain Scarlet and the Mysterons, Joe 90, UFO and Space:1999. A total of 24 episodes were produced, but only 18 were shown on Fuji TV in 1982.",1.4,0.0,0
1982-04-05,[16],21266,The Flying House,['JP'],ja,トンデラハウスの大冒険,"Corky, Angey, and Justin are playing hide and seek in the woods when a sudden storm appears and they come upon a house in the woods. They go inside and meet Professor Bumble and his Solar Ion Robot, SIR. They discover the house is a flying time machine and a sudden mishap send them into the past where they end up witnessing events from The Bible's New Testament as they keep trying to get home.",2.086,10.0,1
1982-04-05,"[35, 16]",16576,Don Dracula,['JP'],ja,ドン・ドラキュラ,"This is a horror comedy in which a Western-style house in Romania is bought and brought to Tokyo, with the inhabitants still inside. They are Don Dracula the vampire, his daughter Chocola and his servant Igor.",1.665,5.5,4
1982-03-18,"[16, 10762]",35871,Magical Princess Minky Momo,['JP'],ja,魔法のプリンセスミンキーモモ,,11.145,3.5,2
1982-02-06,"[16, 35, 18, 37, 10759, 10765, 10768]",19524,Combat Mecha Xabungle,['JP'],ja,戦闘メカ ザブングル,"Combat Mecha Xabungle, infrequently called Blue Gale Xabungle, is a mecha anime television series by Sunrise, and directed by Yoshiyuki Tomino. It was broadcast on the Nagoya TV and TV Asahi networks at 5:30 PM each Saturday from February 6, 1982 through January 29, 1983. Promotional toys were produced by Clover. It also had a compilation movie called Xabungle Graffiti, which added a few minutes and a whole-new ending to the series.",0.84,0.0,0
1982-01-10,"[16, 18]",19656,Lucy of the Southern Rainbow,['JP'],ja,南の虹のルーシー,"Lucy of the Southern Rainbow is a Japanese anime series by Nippon Animation. The 1982 adaptation of the studio's popular World Masterpiece Theater franchise, the anime is based on Southern Rainbow by Australian writer Phyllis Piddington, and tells the story of a young girl named Lucy and the hardships and excitement she and her family encounter when they move from England to Adelaide in Australia to start a farm.

The anime has been dubbed into French, Italian, Arabic, Spanish, German and Persian.

One interesting note is that this was the only World Masterpiece Theater series to be produced while the original creator of the story was still alive. Another adaptation of the story, written by Ken Wakasaki as a tie-in to the anime, was also published in Japan in 1982.",1.4,0.0,0
1982-01-01,"[10762, 35, 16, 10751]",99950,Бюро находок,['RU'],ru,Бюро находок,,0.62,8.0,1
1982-01-01,"[16, 10762, 35, 10751]",99942,Боцман и попугай,['RU'],ru,Боцман и попугай,,0.6,0.0,0
1982-01-01,"[16, 10751]",76221,Indiánske rozprávky,['XC'],sk,Indiánske rozprávky,fairy tales about little american native boy's adventures.,0.6,0.0,0
1981-10-23,[16],8909,Fang of the Sun Dougram,['JP'],ja,太陽の牙ダグラム,"Fang of the Sun Dougram is a 75-episode anime television series, created by Ryosuke Takahashi and Sunrise, and aired in Japan from October 23, 1981 to March 25, 1983 on TV Tokyo. A 1983 full-length feature film, Dougram: Documentary of the Fang of the Sun, summarized the series.",4.08,0.0,0
1981-10-14,"[16, 35, 10765]",34163,Urusei Yatsura,['JP'],ja,うる星やつら,"An alien race known as the Oni arrive on Earth to invade the planet. Instead of taking over the planet by force, the Oni give humans a chance to fight for the rights to the planet by taking part in a competition. The computer-selected human player is Ataru Moroboshi, a lecherous, unlucky and stupid high school student from the Japanese city of Tomobiki, and the Oni player is Princess Lum, daughter of the leader of the Invasion force.",13.126,7.6,8
1981-10-10,[16],31457,Laverne & Shirley in the Army,['US'],en,Laverne & Shirley in the Army,"Laverne & Shirley in the Army is a 1981 Hanna-Barbera cartoon series based on the TV show Laverne & Shirley, with the title characters voiced by Penny Marshall and Cindy Williams. The show aired on Saturday mornings for one season of 13 episodes on ABC. The series was produced in association with Paramount Network Television.

The show was a spin-off of Laverne and Shirley, which was itself a spin-off of Happy Days, which was itself a spin-off of Love, American Style. The show is, therefore, a spin-off of a spin-off of a spin-off.",1.582,10.0,1
1981-10-09,"[10759, 16, 35, 10765, 10751]",5341,Dogtanian and the Three Muskehounds,"['JP', 'ES', 'TW']",es,ワンワン三銃士,"Dogtanian and the Three Muskehounds is an animated cartoon adaptation of the classic Alexandre Dumas story of d'Artagnan and The Three Musketeers. Most of the characters are anthropomorphizations of dogs, hence the title of the cartoon; although there are a few exceptions, most notably Dogtanian's two sidekicks Pip the mouse and Planchet the bear, among several others.",11.508,7.6,26
1981-10-08,"[16, 35]",44650,Miss Machiko,['JP'],ja,まいっちんぐマチコ先生,"The mischievous students of Arama Academy meet their match in a beautiful and clever new teacher, Miss Machiko! But they're determined to find a prank that will really humiliate her.",0.6,8.0,1
1981-10-06,"[16, 10765]",75928,銀河旋風ブライガー Ginga senpū Buraigā,['JP'],ja,銀河旋風ブライガー Ginga senpū Buraigā,,1.09,0.0,0
1981-10-06,[16],19411,Braiger,['JP'],en,Braiger,"Galaxy Cyclone Braiger is an anime series aired from 1981 to 1982 in Japan. There were 39 episodes aired. Other loosely translated names include ""Braiger"", ""Bryger"", ""Brygar"", ""Galactic Whirlwind Bryger"", ""Galactic Cyclone Buraiger"", ""Cosmo Runner"". It is the first series from the J9 Series.",1.248,0.0,0
1981-10-04,"[16, 35]",37468,Dash Kappei,['JP'],ja,ダッシュ勝平 Dasshu Kappei,"The hero of the story is Kappei Sakamoto, a high school student with amazing athletic abilities who joins the basketball team of Seirin High School and quickly becomes one of the most skilled players. Kappei has one unusual handicap for a basketball player - his height; he stands not even one meter tall. His Achilles' heel is female undergarments; he has a particular interest in white panties, and is even more enthusiastic about joining the basketball team when he discovers that the team's female coach, Coach Natsu, wears white panties (although his inventive attempts to sneak a peek at said panties usually result in a physical beatdown from the hot-tempered coach). Eventually, Kappei's athletic prowess extends beyond basketball, and he tries out for - and excels at - every sport the school offers.

In the first episode, Kappei meets and becomes enamored with Akane Aki, a sweet, pretty girl who is quite athletic herself (she later joins the school's ping-pong team) and signs on as assistant coach of Seirin's basketball team. Much to Kappei's delight, not only is Akane pretty, but she also wears white panties, and Kappei sets his sights on winning her heart. Kappei eventually moves in with Akane and her family after his parents (who are rarely around) leave for the United States. However, Kappei has an unusual rival for Akane's heart - Akane's dog, Seiichiro, who has often fantasized about marrying his owner and, resenting Kappei, immediately seeks to sabotage his relationship with Akane through various tricks. Seiichiro can also speak, although only Kappei can understand him.",3.063,7.6,7
1981-10-03,"[16, 10765]",4025,Ulysses 31,['JP'],ja,宇宙伝説ユリシーズ31,"Ulysses 31 is a Franco-Japanese animated television series

The plot line of the series, describes the struggles of Ulysses and his crew against the divine entities that rule the universe, the ancient gods from Greek mythology. The Gods of Olympus are angered when Ulysses, commander of the giant spaceship, Odyssey, kills the giant Cyclops to save a group of enslaved children, including his son. Zeus sentences Ulysses to travel the universe with his crew frozen until he finds the Kingdom of Hades, at which point his crew will be revived and he will be able to return to Earth. Along the way they encounter numerous other famous figures from Greek mythology given a futuristic twist.",9.492,8.3,60
1981-10-02,[16],22310,Six God Combination Godmars,['JP'],ja,六神合体ゴッドマーズ,,2.788,0.0,0
1981-10-01,[16],21269,Superbook,['JP'],en,Superbook,"Superbook, also known as Animated Parent and Child Theatre, is an anime television series initially produced by Tatsunoko Productions in Japan in conjunction with the Christian Broadcasting Network in the United States and more recently solely produced by CBN for global distribution and broadcast.

The series chronicled the events of the Bible's Old and New Testaments in its 52 episode run. The first 26 episodes aired from October 1, 1981 to March 29, 1982. The series returned as Superbook II with 26 episodes to air from April 4, 1983 to September 26, 1983. Between both series in the first run was the companion series The Flying House. The Christian Broadcasting Network is currently producing a new Superbook series and has released fourteen episodes.

The original series was broadcast on TV Tokyo, Fuji Television, and on various local stations across Japan, achieving good ratings during its broadcast run. The English version was aired on CBN Cable, and in syndication. It was previously seen on the Trinity Broadcasting Network, but is currently off the schedule.",9.348,7.2,6
1981-09-28,"[16, 10759, 35, 10751, 10762]",80885,Ninja Hattori-kun,['JP'],ja,忍者ハットリくん,"11-year-old Kenichi Mitsuba is an average kid who goes to secondary school and struggles with his studies, he is very stubborn and is very lazy and therefore always ends up frustrating his parents and teacher. He loves to find an easy way of things. He befriends Hattori Kanzo, a ninja from the Iga Clan, and he becomes part of the Mitsuba family along with his brother, Shinzo and his ninja dog, Shishimaru. Hattori helps Kenichi with his problems, and constantly keeps an eye on him, as a good friend. The main antagonist Kemumaki, a Koga ninja and his ninja cat, Kagechiyo always troubles Kenichi, mainly because of their feud over one girl, Yumeko. Kenichi asks Hattori to take revenge as a recurring storyline in many episodes. Although Hattori is a good friend, Kenichi sometimes fights with Hattori due to misunderstandings created by Kemumaki. Sometimes Jippou, Togejirou and Tsubame help him.",1.562,8.2,5
1981-09-28,"[16, 35]",3474,Danger Mouse,['GB'],en,Danger Mouse,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",5.788,7.3,32
1981-09-16,"[16, 10762]",1588,Postman Pat,['GB'],en,Postman Pat,Pat and his black-and-white cat Jess deliver the mail in Greendale.,15.468,6.1,25
1981-04-03,[16],12440,Willo the Wisp,['GB'],en,Willo the Wisp,Willo the Wisp is a British cartoon series originally produced in 1981.,2.4,8.0,1
1981-09-12,"[16, 10762]",70738,Astro and the Space Mutts,[],en,Astro and the Space Mutts,"Astro and the Space Mutts features Astro, the family dog from The Jetsons. He teams up with two other dogs named Cosmo and Dipper, led by their human leader Space Ace. Together, the trio act as galactic police officers and travel through outer space. Don Messick reprised his role as Astro.",8.644,0.0,0
1981-09-12,"[16, 35]",35277,Trollkins,['US'],en,Trollkins,"Trollkins is a 1981 animated series produced by Hanna-Barbera that aired for one season on CBS. The show was inspired from The Dukes of Hazard and the Troll Dolls.

Essentially a cross between The Smurfs and The Dukes of Hazard, it followed the adventures of Blitz, Pixlee, and Flooky.",0.601,0.0,0
1981-09-12,[16],30255,Goldie Gold and Action Jack,['US'],en,Goldie Gold and Action Jack,"Goldie Gold and Action Jack is a 1981 American animated series produced by Ruby-Spears that aired for one season on ABC. It follows the random adventures of wealthy teenage girl, Goldie Gold, who owns the Gold Street Journal, and her ace reporter companion, Action Jack Travis, plus Goldie's dog, Nugget. Thirteen episodes were produced.",2.699,0.0,0
1981-09-12,"[16, 10762, 10759]",14677,The New Adventures of Zorro,['US'],en,The New Adventures of Zorro,"The New Adventures of Zorro is an American animated television series produced by Filmation in 1981. The series, which has 13 episodes, is based on the fictional character created by Johnston McCulley. It aired as part of The Tarzan/Lone Ranger/Zorro Adventure Hour.

This is the only series Filmation made in which they contracted an outside, third party animation studio. The series was outsourced to Tokyo Movie Shinsha in Japan. All other series afterwards were animated internally by Filmation themselves. It was producer Norm Prescott's final series with Filmation, bringing to an end the famous 'rotating producers' wheel Filmation was famous for. From Gilligan's Planet onwards, Lou Scheimer would handle production duties on his own.",2.421,0.0,0
1981-09-12,[16],12140,Blackstar,['US'],en,Blackstar,"Blackstar is an American animated television series, a science fantasy story sometimes reported as being inspired by Thundarr the Barbarian. It was produced in 1981 by Lou Scheimer and Norm Prescott for Filmation. The series was Filmation's second fantasy epic, the first being tucked in as a segment of Tarzan and Tarzan and the Super 7, The Freedom Force. Blackstar has many notable similarities to He-Man and the Masters of the Universe, which was produced shortly afterwards.",3.898,6.1,7
1981-09-12,[16],11093,The Kid Super Power Hour with Shazam!,['US'],en,The Kid Super Power Hour with Shazam!,The Kid Super Power Hour with Shazam! is an NBC Saturday morning cartoon produced by Filmation Studios in 1981.,1.58,3.0,1
1981-09-12,"[10765, 16, 10751, 9648, 10762]",11067,Space Stars,['US'],en,Space Stars,Space Stars is a 1981 NBC Saturday morning cartoon created by Hanna-Barbera which ran from 1981-1982 on NBC and Nickelodeon.,5.002,7.7,7
1981-09-12,"[16, 10751, 10765, 10762]",5687,The Smurfs,"['BE', 'US']",en,The Smurfs,"Classic Saturday-morning cartoon series featuring magical blue elf-like creatures called Smurfs. The Smurfs, named for their personalities, inhabit a village of mushroom houses in an enchanted forest. These loveable creatures are led by Papa Smurf and live carefree... except for one major threat to their existance: Gargamel, an evil but inept wizard who lives in a stone-built house in the forest; and his feline companion, the equally nasty Azrael. ",43.171,6.9,260
1981-09-12,"[16, 10762]",3973,Spider-Man,['US'],en,Spider-Man,Spider-Man is an American animated TV series based on the popular Marvel Comics character of the same name.,9.795,7.2,27
1981-09-12,"[10759, 16, 10751, 10765]",1269,Spider-Man and His Amazing Friends,['US'],en,Spider-Man and His Amazing Friends,"Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.",27.663,7.6,119
1981-09-03,[16],71134,Manga Mito Kômon,[],ja,まんが水戸黄門,,1.4,0.0,0
1981-07-03,"[16, 10765]",9474,GoShogun,['JP'],ja,戦国魔神ゴーショーグン,"GoShogun was a super robot anime series produced in 1981 and aired in 1982 in Japan. It is variously referred to in English as ""Demon God of the War-Torn Land GoShogun"", ""Warring Demon God GoShogun"", ""Civil War Devil-God GoShogun"" and ""Macron 1"".",1.321,0.0,0
1981-06-30,"[16, 10762]",92522,Fútbol en acción,[],es,Fútbol en acción,,0.62,5.0,1
1981-06-24,"[16, 10751, 10762, 10765]",3133,Doctor Snuggles,"['NL', 'GB']",en,Doctor Snuggles,"Doctor Snuggles is an animated television series created by Jeffrey O'Kelly based on original artwork by Nick Price, about a friendly and optimistic inventor named Doctor Snuggles who has unusual adventures with his friends. The show featured fantastical scenarios which usually involved Doctor Snuggles inventing something outlandish such as a robot helper or diamond-making machine, and had a variety of supporting characters who were mostly anthropomorphic animals.",4.727,6.4,7
1981-04-16,"[16, 10759]",34839,Queen Millennia,['JP'],ja,新竹取物語 1000年女王,"Queen Millennia is a manga series by Leiji Matsumoto which was serialized from 28 January 1980 through 11 May 1983 in both the Sankei Shimbun and Nishinippon Sports newspapers. The manga series was adapted into a 42-episode anime TV series by Toei Dōga and broadcast on the Fuji TV network from 16 April 1981 through 25 March 1982. An anime film was released on 13 March 1982 shortly before the TV series ended.

The anime series was combined by Harmony Gold and Carl Macek with episodes from the 1978 Matsumoto series, Space Pirate Captain Harlock, and shown from 1985 to 1986 in the United States as the 65-episode Captain Harlock and the Queen of a Thousand Years. The series was broadcast in Germany on Tele 5 during 1992 and on Mangas in France in 2004.",4.933,0.0,0
1981-04-08,"[16, 35, 10765]",37567,Dr. Slump,['JP'],ja,Dr.スランプ アラレちゃん,"Dr. Slump is a Japanese manga series written and illustrated by Akira Toriyama. It was serialized in Shueisha's anthology magazine Weekly Shōnen Jump from 1980 to 1984, with the chapters collected into 18 tankōbon volumes. The series follows the humorous adventures of the little girl robot Arale Norimaki, her creator Senbei Norimaki, and the other residents of the bizarre Penguin Village.

The manga was adapted into an anime television series by Toei Animation that ran on Fuji TV from 1981 to 1986 consisting of 243 episodes. A remake series was created thirteen years after the manga ended, consisting of 74 episodes it was broadcast from 1997 to 1999. The series has also spawned novels, video games and many animated films.",28.746,8.6,32
,[16],108917,Belle and Sebastian,['JP'],ja,名犬ジョリィ Meiken Jorii,,0.6,10.0,1
1981-04-07,[16],37526,Little Women,['JP'],ja,若草の四姉妹,"In the United States, the Civil War has just broken and Mr March, a physician and father of four daughters, went to the front. Madam March remains alone with her four daughters: the eldest Margaret (Meg), Josephine (Jo) budding writer, a real boy failed, Elisabeth (Beth), the timid passionate piano, and the latest addition, Amy, who loves to draw. The four girls will quickly get to know their neighbor Mr. Lawrence, which they had a little scared at first, but also to his grandson Laurie who at the age of Jo. Together, they go through many hardships, more or less happy, the furies of Aunt March, jealousies, the joys and the war in fabric background, hoping that their father will come back safe and sound...",0.99,2.0,1
1981-04-07,[16],10108,Belle and Sebastian,['JP'],ja,名犬ジョリィ,"Belle and Sebastian is an anime adaption of a series of French novels called Belle et Sébastien by Cécile Aubry. The series ran on the Japanese network NHK from April 7, 1981 – June 22, 1982. It consists of 52 episodes and was a co-production of MK Company, Visual 80 Productions and Toho Company, Ltd.. Toshiyuki Kashiwakura was the head writer and character designs were by Shuichi Seki. The show was broadcast on French and Japanese television in 1981, with American cable network Nickelodeon picking it up in 1984. In the United Kingdom, it aired on Children's BBC in 1989 and 1990.

This anime used many staffers from Nippon Animation's World Masterpiece Theater franchise, thus the look and feel is similar to that of a WMT production even though Nippon Animation itself was not involved with this series.

The series has been aired in many countries outside Japan and has been dubbed and subtitled in English and numerous other languages.",2.24,7.1,7
1981-04-03,"[16, 18]",20895,愛の学校クオレ物語,['JP'],ja,愛の学校クオレ物語,"Ai no Gakko Cuore Monogatari is an anime, based on the novel ""Cuore, Libro per i Ragazzi"" by Edmondo de Amicis.",1.21,0.0,0
1981-03-07,[16],45318,Hello! Spank,['JP'],ja,おはよう!スパンク,"Morimura Aiko is a junior high school student who is short for her age. Her father went on a yacht ten years ago and his whereabouts remained in obscurity. Her mother, a designer for hats, left for Paris, leaving Aiko in the care of her uncle, Mr Fujinami. Aiko had a pet dog, Papi, but it died in a car accident. Around the same time, another dog, Spank, appears before her. Having gone through so many unfortunate events in her life, Spank's presence begins to brighten up Aiko's life and put a smile on her face.",0.958,9.0,2
1981-03-06,"[16, 18, 10759, 18]",9723,Hello! Sandybell,['JP'],ja,ハロー！サンディベル,"Hello! Sandybell is an anime series made by Toei Animation in 1981. It was aired in Japan by TV Asahi.

In the original title when it is made in Japan, her name is the spelling to which ""E"" is attached to an end by ""Sandybelle"".

Similarly to Silver Fang, the show is relatively unknown in the U.S. but was quite popular in Asia, Latin America, Arab countries and Europe, particularly Scandinavia.",3.12,8.5,6
