,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count,year,cleaned_name
5816,1984-04-13,[16],9477,Attacker You!,['JP'],ja,アタッカーユウ!,The adventures of a young volleyball player who moves the Japanese countryside to live with her father.,5.921,5.5,2,1984.0,アタッカーユウ
5817,1984-04-09,[16],76472,Glass Mask,['JP'],ja,ガラスの仮面,"No one said being a glamorous movie star was going to be easy. Luckily for Maya, she has the talent and dedication to help her achieve her goals of stardom. Encouraged by her mentor, a reclusive actress named Tsukikage, a mysterious admirer who leaves Maya purple roses and even a beautiful and talented rival, Ayumi, Maya begins to finetune her skills to captivate her audience. But will that be enough to turn her dreams into reality?",1.006,10.0,1,1984.0,ガラスの仮面
5818,1984-04-09,[16],21186,Chikkun Takkun,['JP'],ja,チックンタックン,"Chikkun Takkun revolves around an alien duck named Chikkun and his advisor Takkun, trying to stop an alien mad scientist from invading Earth.",1.4,8.0,1,1984.0,チックンタックン
5819,1984-04-05,[16],44299,Giant Gorg,['JP'],ja,巨神ゴーグGiant Gorg,"Yuu Tagami was never close with his father. Yet after the old man's accidental death, Yuu finds himself on a plane to New York City, following instructions written in a letter from his late father. New York is as strange as it gets for the boy from Japan, but stranger still is Dr. Wave, the man he's supposed to meet. Dr. Wave shares an obsession with the deceased concerning the mysterious New Austral Island.",0.6,6.0,1,1984.0,巨神ゴーグgiantgorg
5820,1984-03-18,"[16, 10759, 35]",106457,Gu Gu Ganmo,['JP'],ja,Ｇｕ－Ｇｕガンモ,,0.719,0.0,0,1984.0,ガンモ
5821,1984-03-04,"[10759, 16, 10765]",9384,Video Warrior Laserion,['JP'],en,ビデオ戦士レザリオン,"Video Warrior Laserion is a Japanese anime series aired in 1984 to 1985. It was the first Japanese anime series to feature the idea of virtual reality. It is also referred to as Rezarion, Laserion, Video Senshi Laserion. It was broadcast in Latin America as El Super Laser.",2.444,0.0,0,1984.0,ビデオ戦士レザリオン
5823,1984-03-03,"[16, 10765]",43715,Little Memole,['JP'],ja,とんがり帽子のメモル,"Little Memole also known also as Wee Wendy or Tongari Bōshi no Memoru, lit. ""Memole Of The Pointed Hat"", is a Japanese anime television series produced in the 1980s by Toei Animation. The series centers around a tiny girl named Memole that lands on Earth with 245 inhabitants from the planet Riruru. Memole befriends a human girl named Mariel who is ill and spends time with her. Memole also meets woodland animals and uses an owl named Bo-bo for transport.",5.09,6.0,2,1984.0,とんがり帽子のメモル
5825,1984-02-06,[16],100557,リトル・エル・シドの冒険,['JP'],ja,リトル・エル・シドの冒険,,0.6,0.0,0,1984.0,リトルエルシドの冒険
5827,1984-02-04,"[16, 10759, 18]",9429,Heavy Metal L-Gaim,['JP'],ja,重戦機エルガイム,"Heavy Metal L-Gaim is an anime television series, begun in 1984, which was directed by Yoshiyuki Tomino. Its characters and mecha were designed by Mamoru Nagano, who would later go on to create The Five Star Stories. Heavy Metal L-Gaim takes place in the Pentagona System, a solar system made up of five planets. Oldna Poseidal, the legendary emperor from the planet Gastogal leads his 24 Temple Knights from planet to planet until all have fallen under his control. His final victory is on the planet Mizum in 3975 when he defeats Kamon Walha V, ruler of the Yaman Clan. Kamon hides his heir, Kamon Myroad on the planet Mizum with the legendary white mecha, L-Gaim. Fifteen years later, now grown up and known as Daba Myroad, he leads a rebellion to free the planets of Pentagona from Poseidal's grasp.",2.191,0.0,0,1984.0,重戦機エルガイム
5829,1984-01-08,"[18, 16]",43702,"Katri, Girl of the Meadows",['JP'],ja,牧場の少女カトリ,"Katri, Girl of the Meadows is an anime series based on the Finnish novel, ""Paimen, piika ja emäntä"" by Auni Nuolivaara. The series was broadcast originally in Japan in 1984 as part of the children's anthology series World Masterpiece Theater, also known simply as ""Meisaku"" from Nippon Animation. The anthology had before and after produced a great variety of animated series based on different children's novels from around the world; among them were ""My Annette: Story of the Alps"" and ""Little Princess Sara"". In Europe, where ""World Masterpiece Theater"" series have found huge success, ""Katri, Girl of the Meadows"" made its way to different countries including Spain, Italy, France and Germany. The series has never been broadcast or published in Finland where it remains mostly unknown.",4.872,3.0,1,1984.0,牧場の少女カトリ
5838,1983-12-21,"[16, 10759, 10765]",79328,Dallos,['JP'],ja,ダロス,"In a near future, mankind has moved from a drained Earth to the Moon. Rebel acts of terrorism lead to conflicts with the Earth Federal Government. A mysterious entity called Dallos appears to restore hope.",1.4,0.0,0,1983.0,ダロス
5842,1983-10-21,"[10759, 16, 18, 10765]",115170,Round Vernian Vifam,['JP'],ja,銀河漂流バイファム,"Set far in the future, a mysterious alien race attacks a new colony light years from Earth. A number of children ranging in ages from 4 to 15 are among the survivors that evacuate from the fallen colony. Due to attacks by the aliens on the escaping freighter, the number of adults left dwindles.

Over time, the children become involved as they strive to understand the aliens and try to make their way back to Earth.",0.726,0.0,0,1983.0,銀河漂流バイファム
5844,1983-10-13,[16],25707,Captain Tsubasa,['JP'],ja,キャプテン翼,Tsubasa Ozora moves to the town Nankatsu to increase his skills as a soccer player. He is challanged by the Super Goalkeeper Genzo Wakabayashi. He then agree to compete and see who was the best soccer player there.,59.636,7.8,497,1983.0,キャプテン翼
5845,1983-10-10,"[10759, 16, 10765]",65305,Fushigi no Kuni no Alice,['JP'],ja,ふしぎの国のアリス,"A young girl named Alice follows a white rabbit into a hole, only to find herself in Wonderland, where she meets many interesting characters, including the mysterious Cheshire Cat and the terrible Queen of Hearts.",2.594,5.7,6,1983.0,ふしぎの国のアリス
5847,1983-10-02,"[10759, 16, 10765]",13511,Genesis Climber MOSPEADA,['JP'],ja,機甲創世記モスピーダ,"In the year 2050, an alien race, invade and successfully conquer the Earth. Years later the inhabitants of Mars Colony send out a desperate Liberation Force to try and reclaim their lost home world. Stig Bernard, finds himself on Earth, gathering a handful of resistance fighters and attempting to beat them.",6.739,9.0,4,1983.0,機甲創世記モスピーダ
5858,1983-09-10,[16],17400,The Littles,"['JP', 'CA', 'US', 'FR']",en,The Littles,"The Littles is an animated television series based on The Littles characters in a series of children's novels by American author John Peterson, the first of which was published in 1967. This cartoon was produced by a French/American/Canadian animation studio, DIC Entertainment, and as standard practice for TV cartoons of the period, the animation production was outsourced overseas to the Japanese studio TMS Entertainment. It was post-produced by a Canadian Animation studio, Animation City Editorial Services.",4.494,6.7,13,1983.0,thelittles
5859,1983-09-10,"[16, 35, 10762]",4035,Inspector Gadget,"['CA', 'FR', 'JP', 'TW', 'US']",en,Inspector Gadget,"Inspector Gadget is a clumsy, dim-witted human cyborg detective with various bionic gadgets built into his body. Gadget stumbles around working the cases while his niece and dog do most of the investigating. Gadget's arch-nemesis is Dr. Claw, the leader of an evil organisation, known as ""M.A.D.""",23.832,6.9,194,1983.0,inspectorgadget
5864,1983-07-11,"[16, 10759, 35, 18]",34114,Cat's Eye,['JP'],ja,キャッツ♥アイ,"Cat's Eye is the most notorious group of art thieves in Japan. No one knows their identities, but for most of Tokyo, the mystery only heightens their allure.",7.78,7.4,12,1983.0,キャッツアイ
5865,1983-07-06,[16],44648,Psycho Armor Govarian,['JP'],ja,Psycho Armor Govarian,"Psycho Armor Govarian is an anime television series created by Go Nagai. It was produced by Knack and TV Tokyo. The series was originally broadcast from July 6, 1983 to December 28, 1983 in Japan. Besides Japan, it was also broadcast in South Korea in 1988 by MBC where it was known as 사이코아머 고바리안 or 싸이코 아머 고바리안. It is also known as 海王星战士 in Taiwan. The anime is considered a mix of Genma Taisen, Mazinger and Gundam.",1.701,0.0,0,1983.0,psychoarmorgovarian
5866,1983-07-03,"[16, 10765, 10759]",43209,Super Dimension Century Orguss,['JP'],ja,超時空世紀オーガス,"Kei Katsuragi's only concern is the love of his life. It doesn't really matter to him that he has more than one love - after all, as a pilot for the Freedom Space Corps, he might be dead tomorrow! In the future, war has changed, and Kei is all too familiar with the horrors it can bring. Atomic, biological, and chemical weapons are all in use, but even worse than those are the dimensional weapons, ordnance capable of tearing apart even time and space!",1.4,0.0,0,1983.0,超時空世紀オーガス
5867,1983-07-01,[16],35529,Magical Angel Creamy Mami,['JP'],ja,魔法の天使クリィミーマミ,"Creamy Mami, the Magic Angel is a magical girl anime series by Studio Pierrot which aired from 1983 to 1984 on Nippon Television. It went on to have five OVA adaptions and featured in other Studio Pierrot special presentations. A three volume manga was released during the original TV run, with the story written by Kazunori Itō and art by Yuuko Kitagawa. This was the first of five magical girl anime to be produced by Studio Pierrot, and the first of these to feature the designs of Akemi Takada. In 2005, the web-poll for TV Asahi's top-100 anime of all time saw Creamy Mami, the Magic Angel poll 82nd. The series is currently streaming in North America via Yomiuri Group's planned Anime Sols video service, as of spring 2013. Thus far, a limited DVD release of the first thirteen episodes has been successfully crowd-funded at Anime Sols, with the second set of episodes currently in crowd-fund mode.",2.684,10.0,1,1983.0,魔法の天使クリィミーマミ
5869,1983-06-05,"[16, 10759]",44638,Plawres Sanshiro,['JP'],en,Plawres Sanshiro,,2.035,10.0,1,1983.0,plawressanshiro
5871,1983-05-20,"[16, 35]",95560,Stop!! Hibari-kun!,['JP'],ja,ストップ！！ひばりくん！,"A teenage boy has now moved in the home of his mother's friend, because she had died a while back. It just so happens that the Yakuza family has four beautiful daughters, but one daughter, Hibari, who is more beautiful then the rest of the daughters, is actually a boy. Hibari just can't keep his hands off our hero and so their crazy yet happy lives go on.",0.84,0.0,0,1983.0,ストップひばりくん
5873,1983-04-09,[16],36664,Lady Georgie,['JP'],ja,ジョージィ！,"Georgie! is a manga series, written by Mann Izawa and illustrated by Yumiko Igarashi. It was serialized from 1982 in the Shōjo Comic manga magazine.

The series was adapted in 1983 into an anime TV series, Lady Georgie, by Tokyo Movie Shinsha, which originally premiered across TV Asahi and spanned 45 episodes. It is currently airing across Japan on the anime satellite television network, Animax.",5.675,5.5,2,1983.0,ジョージィ
5874,1983-04-04,"[16, 10759]",37798,Mrs. Pepper Pot,['JP'],ja,スプーンおばさん,"Mrs. Pepper Pot, known in Japanese as Spoon Oba-san, is a Japanese anime television series, which premiered on NHK from April 1983 to March 1984, spanning 130 episodes. It is based on the novel Mrs. Pepperpot by the Norwegian author Alf Prøysen. It was also later aired in Japan by the satellite television network Animax.

The series was later aired across several countries worldwide, and has been translated into English and several other languages.",8.338,6.0,1,1983.0,スプーンおばさん
5875,1983-04-03,"[16, 10759, 18]",44966,The Many Dream Journeys of Meme,['JP'],ja,ミームいろいろ夢の旅,"The Many Dream Journeys of Meme is a Japanese anime television show created by Nippon Animation. The show originally aired from 1983 to 1985 and was primarily educational. Episodes usually dealt with scientific discoveries and inventions, though there were also a few futuristic and science fiction stories and situations.

The series has been translated into many languages, including Spanish, French, Portuguese, Hebrew, and Arabic and Serbo-Croatian.",3.433,9.5,2,1983.0,ミームいろいろ夢の旅
5876,1983-04-03,"[16, 35]",43231,Kinnikuman,['JP'],ja,Kinnikuman,,14.618,7.4,17,1983.0,kinnikuman
5877,1983-04-02,"[16, 35]",34168,Nanako SOS,['JP'],ja,Nanako SOS,"Nanako SOS is a seinen manga series created by Hideo Azuma which ran in Popcorn and Just Comic from April 1980 to July 1986. The series was adapted into 39-episode anime TV series produced by Kokusai Eiga which aired on the Fuji Television network from April 2, 1983 to December 24, 1983. Azuma created additional manga stories which ran in Azuma Magazine from July 2001 to July 2004.

Enoki Films held the North American distribution rights of TV series, under the name Nana the Supergirl, though the series was never aired in North America. The TV series has also aired in Italy, France, Germany and Russia.",1.591,8.5,2,1983.0,nanakosos
5878,1983-04-01,"[16, 18]",32377,Armored Trooper Votoms,['JP'],ja,装甲騎兵ボトムズ,The story of stoic Armored Trooper pilot Chirico Cuvie and his quest for answers after a sudden betrayal leaves him on the run from his own military.,8.592,0.0,0,1983.0,装甲騎兵ボトムズ
5879,1983-03-31,[16],71842,Miyuki,['JP'],ja,みゆき,,4.033,9.0,2,1983.0,みゆき
5880,1983-03-30,[16],19412,光速電神アルベガス,['JP'],ja,光速電神アルベガス,"Lightspeed Electroid Albegas was an anime series aired from 1983 to 1984 in Japan, Latin America, Spain and Italy. There were 45 episodes aired at 25 minutes each. Other loosely translated names are ""Arbegas"", ""Arebegas"", ""Lightspeed ElectroGod Arbegas"" and ""Arbegas: El Rayo Custodio"".",0.6,8.0,1,1983.0,光速電神アルベガス
5881,1983-03-26,[16],78218,Alicia en el país de las maravillas (Anime),['JP'],es,Alicia en el país de las maravillas (Anime),,0.729,8.0,2,1983.0,aliciaenelpaísdelasmaravillasanime
5882,1983-03-04,"[10759, 16]",3267,Space Sheriff Sharivan,['JP'],ja,宇宙刑事シャリバン,"Space Sheriff Sharivan is the second installment in Toei's Metal Hero Series and aired on the TV Asahi network from 4 March 1983 through 24 February 1984. It served as a direct sequel to its predecessor, Space Sheriff Gavan and featured many of the same characters.

For distribution purposes, Toei refers to this television series as Shariban, The Space Guardian.",4.549,8.5,1,1983.0,宇宙刑事シャリバン
5884,1983-03-01,"[16, 35]",19837,Ai Shite Knight,['JP'],ja,愛してナイト,"Ai Shite Knight is a shōjo manga created in the early 1980s by Kaoru Tada. An anime version of the story in 42 episodes was also produced in 1983-1984 by Toei Animation, and features episodes supervised by Shingo Araki.",1.969,3.5,2,1983.0,愛してナイト
5886,1983-02-05,"[16, 10765, 10768, 10759]",34190,Aura Battler Dunbine,['JP'],ja,聖戦士ダンバイン,"Aura Battler Dunbine is an anime television series created by Yoshiyuki Tomino and produced by Sunrise Studios.

Dunbine is set in Byston Well, a parallel world that resembles the countryside of medieval Europe with kingdoms ruled by monarchs in castles, armies of unicorn-riding cavalry armed with swords and crossbows, and little winged creatures called Ferario, flying about offering help or hindrance depending on their mood. The main draw to the series were the insect-like Aura Battlers, used by the population of Byston Well to fight their wars. These fighting suits are powered by a powerful energy called ""aura"" or ""life energy."" Certain people are strong enough with the aura-energy to act as power-supply to these mecha, making them Aura Warriors.

The series aired on Nagoya TV from February 5, 1983 to January 21, 1984, totaling for 49 episodes. There was a three episode anime OVA sequel, 'New Story of Aura Battler Dunbine released in 1988.

The series was later dubbed by ADV Films and was released to DVD in North America, along with the original Japanese version in 2003.",8.424,0.0,0,1983.0,聖戦士ダンバイン
5888,1983-01-09,"[10759, 16, 35, 10765]",45110,Future Police Urashiman,['JP'],ja,未来警察ウラシマン,"Mirai Keisatsu Urashiman is a Japanese science fiction manga series written by Hirohisa Soda, illustrated by Noboru Akashi and published by Akita Shoten. It was adapted into a 1983 anime television series produced by Tatsunoko Productions and ran from January 9 to December 24, 1983 on Fuji TV. It was later released in Germany and Sweden as Rock'n Cop, in France as Super Durand, and in Italy as Ryo, un ragazzo contro un impero.

Saban Entertainment planned to release the series in the United States as Rockin' Cops but did not do so. A film version was in the works, but was also abandoned.",2.89,8.0,1,1983.0,未来警察ウラシマン
5889,1983-01-09,"[16, 18]",44257,Story of the Alps: My Annette,['JP'],ja,アルプス物語 わたしのアンネット,An anime series based on the children's book and set in the Swiss mountain village of Rossinière.,3.009,0.0,0,1983.0,アルプス物語わたしのアンネット
5894,1982-10-13,"[10765, 16]",37392,Arcadia of My Youth: Endless Orbit SSX,['JP'],ja,わが青春のアルカディア・無限軌道 SSX,"Arcadia of My Youth: Endless Orbit SSX is an animated television series created by Leiji Matsumoto. It's the sequel to the 1982 animated film Arcadia of My Youth. However, like many of the stories set in the Leijiverse, the continuity of the series does not necessarily agree with other Harlock series or films.",3.612,6.3,3,1982.0,わが青春のアルカディア無限軌道ssx
5896,1982-10-07,"[10759, 16, 10765]",8880,Space Cobra,['JP'],ja,スペースコブラ,"Cobra lived an adventurous life until his enemies began to hunt him down. He surgically altered his face and erased his own memory in order to hide from his foes and lead a normal life. Eventually, he regains his memories and re-unites with his old partner Lady Armaroid and his ship Tortuga. Cobra travels the galaxy, fighting the outlaw Pirate Guild, but also fleeing the law-enforcing Milky Way Patrol.",12.685,8.0,63,1982.0,スペースコブラ
5897,1982-10-06,"[16, 10765, 35]",34797,Tokimeki Tonight,['JP'],ja,ときめきトゥナイト,"Tokimeki Tonight is a manga series by Koi Ikeno, which ran in the Japanese manga magazine, Ribon, from July 1982 to October 1994. An anime TV series was adapted from the manga and was broadcast on NTV from October 7, 1982 to September 22, 1983.",2.164,10.0,1,1982.0,ときめきトゥナイト
5898,1982-10-03,"[16, 18, 10759]",21734,Macross,['JP'],ja,超時空要塞マクロス,After a mysterious spaceship crashes on Earth a fleet of spaceships belonging to a race of aliens known as the Zentradi descend upon Earth sparking an intergalactic war.,8.415,8.0,12,1982.0,超時空要塞マクロス
5906,1982-07-05,[16],34110,The Kabocha Wine,['JP'],ja,Ｔｈｅ♥かぼちゃワイン,"The Kabocha Wine is a Japanese manga series written and illustrated by Mitsuru Miura. It was serialized in Kodansha's Weekly Shōnen Magazine from 1981 to 1984. The Kabocha Wine received the 1983 Kodansha Manga Award for the shōnen category.

The sequel to the manga, The Kabocha Wine - Sequel is a one-shot manga published by Seirindo on October 15, 2006.

The third series of the manga, The Kabocha Wine - Another is published by Akita Shoten.

It has been adapted into an 95 episode anime series by Toei Animation.

The sequel to the anime was in the form of an animated movie, called The Kabocha Wine: Nita no Aijou Monogatari, which was released on July 14, 1984 by Toei Animation.

On October 26, 2007, wint released a DVD for the live-action movie adaptation of the third manga series, called The Kabocha Wine - Another. Directed by Hitoshi Ishikawa, the movie starred Yoko Kumada.",3.366,0.0,0,1982.0,かぼちゃワイン
5907,1982-06-29,"[10762, 16, 10759]",11285,The Mysterious Cities of Gold,"['BE', 'FR', 'JP', 'LU', 'PT']",ja,太陽の子エステバン,The adventures of a young Spanish boy named Esteban who joins a voyage to the New World in search of the lost Cities of Gold and his father.,14.004,0.0,0,1982.0,太陽の子エステバン
5908,1982-05-08,"[16, 35]",25833,Little Pollon,['JP'],ja,おちゃめ神物語コロコロポロン,"The main character of the story is Pollon, a sweet, precocious little girl who is the daughter of the God of the Sun, Apollo. Pollon's goal in life is to grow up to become a beautiful and powerful goddess. She attempts to do good deeds and help out any way she can in order to achieve the status of godhood. Invariably, her overtures backfire and end up causing major trouble for both the gods of Olympus and their human subjects. However, Pollon's kind heart, perseverance and indomitable spirit win out in the end, as she attains the title of ""Goddess of Hope.""",4.801,0.0,0,1982.0,おちゃめ神物語コロコロポロン
5909,1982-05-05,[16],20199,Acrobunch,['JP'],jv,魔境伝説アクロバンチ,"Acrobunch was an anime series aired in 1982. There were 24 episodes. It is also referred to as ""Demon Region Legendary Acrobunch"", ""'Demon Regions Legend Acrobunch"", ""'Ruins Legend Acrobunch"", ""'Acrobanch"".",0.932,0.0,0,1982.0,魔境伝説アクロバンチ
5910,1982-05-01,[16],8989,Thunderbirds 2086,['JP'],en,Thunderbirds 2086,"Thunderbirds 2086 is a Japanese anime series loosely inspired by the original Gerry Anderson Supermarionation series Thunderbirds. The series was dubbed in English by ITC Entertainment, the original company who produced Thunderbirds, but is not officially recognised as part of Thunderbirds canon, due to the non-involvement of either Gerry or Sylvia Anderson. Despite this the English dub of the series contains music and sound effects from Anderson's series Stingray, Thunderbirds, Captain Scarlet and the Mysterons, Joe 90, UFO and Space:1999. A total of 24 episodes were produced, but only 18 were shown on Fuji TV in 1982.",1.4,0.0,0,1982.0,thunderbirds2086
5911,1982-04-05,[16],21266,The Flying House,['JP'],ja,トンデラハウスの大冒険,"Corky, Angey, and Justin are playing hide and seek in the woods when a sudden storm appears and they come upon a house in the woods. They go inside and meet Professor Bumble and his Solar Ion Robot, SIR. They discover the house is a flying time machine and a sudden mishap send them into the past where they end up witnessing events from The Bible's New Testament as they keep trying to get home.",2.086,10.0,1,1982.0,トンデラハウスの大冒険
5912,1982-04-05,"[35, 16]",16576,Don Dracula,['JP'],ja,ドン・ドラキュラ,"This is a horror comedy in which a Western-style house in Romania is bought and brought to Tokyo, with the inhabitants still inside. They are Don Dracula the vampire, his daughter Chocola and his servant Igor.",1.665,5.5,4,1982.0,ドンドラキュラ
5913,1982-03-18,"[16, 10762]",35871,Magical Princess Minky Momo,['JP'],ja,魔法のプリンセスミンキーモモ,,11.145,3.5,2,1982.0,魔法のプリンセスミンキーモモ
5914,1982-02-06,"[16, 35, 18, 37, 10759, 10765, 10768]",19524,Combat Mecha Xabungle,['JP'],ja,戦闘メカ ザブングル,"Combat Mecha Xabungle, infrequently called Blue Gale Xabungle, is a mecha anime television series by Sunrise, and directed by Yoshiyuki Tomino. It was broadcast on the Nagoya TV and TV Asahi networks at 5:30 PM each Saturday from February 6, 1982 through January 29, 1983. Promotional toys were produced by Clover. It also had a compilation movie called Xabungle Graffiti, which added a few minutes and a whole-new ending to the series.",0.84,0.0,0,1982.0,戦闘メカザブングル
5915,1982-01-10,"[16, 18]",19656,Lucy of the Southern Rainbow,['JP'],ja,南の虹のルーシー,"Lucy of the Southern Rainbow is a Japanese anime series by Nippon Animation. The 1982 adaptation of the studio's popular World Masterpiece Theater franchise, the anime is based on Southern Rainbow by Australian writer Phyllis Piddington, and tells the story of a young girl named Lucy and the hardships and excitement she and her family encounter when they move from England to Adelaide in Australia to start a farm.

The anime has been dubbed into French, Italian, Arabic, Spanish, German and Persian.

One interesting note is that this was the only World Masterpiece Theater series to be produced while the original creator of the story was still alive. Another adaptation of the story, written by Ken Wakasaki as a tie-in to the anime, was also published in Japan in 1982.",1.4,0.0,0,1982.0,南の虹のルーシー
5919,1981-10-23,[16],8909,Fang of the Sun Dougram,['JP'],ja,太陽の牙ダグラム,"Fang of the Sun Dougram is a 75-episode anime television series, created by Ryosuke Takahashi and Sunrise, and aired in Japan from October 23, 1981 to March 25, 1983 on TV Tokyo. A 1983 full-length feature film, Dougram: Documentary of the Fang of the Sun, summarized the series.",4.08,0.0,0,1981.0,太陽の牙ダグラム
5920,1981-10-14,"[16, 35, 10765]",34163,Urusei Yatsura,['JP'],ja,うる星やつら,"An alien race known as the Oni arrive on Earth to invade the planet. Instead of taking over the planet by force, the Oni give humans a chance to fight for the rights to the planet by taking part in a competition. The computer-selected human player is Ataru Moroboshi, a lecherous, unlucky and stupid high school student from the Japanese city of Tomobiki, and the Oni player is Princess Lum, daughter of the leader of the Invasion force.",13.126,7.6,8,1981.0,うる星やつら
5922,1981-10-09,"[10759, 16, 35, 10765, 10751]",5341,Dogtanian and the Three Muskehounds,"['JP', 'ES', 'TW']",es,ワンワン三銃士,"Dogtanian and the Three Muskehounds is an animated cartoon adaptation of the classic Alexandre Dumas story of d'Artagnan and The Three Musketeers. Most of the characters are anthropomorphizations of dogs, hence the title of the cartoon; although there are a few exceptions, most notably Dogtanian's two sidekicks Pip the mouse and Planchet the bear, among several others.",11.508,7.6,26,1981.0,ワンワン三銃士
5923,1981-10-08,"[16, 35]",44650,Miss Machiko,['JP'],ja,まいっちんぐマチコ先生,"The mischievous students of Arama Academy meet their match in a beautiful and clever new teacher, Miss Machiko! But they're determined to find a prank that will really humiliate her.",0.6,8.0,1,1981.0,まいっちんぐマチコ先生
5924,1981-10-06,"[16, 10765]",75928,銀河旋風ブライガー Ginga senpū Buraigā,['JP'],ja,銀河旋風ブライガー Ginga senpū Buraigā,,1.09,0.0,0,1981.0,銀河旋風ブライガーgingasenpūburaigā
5925,1981-10-06,[16],19411,Braiger,['JP'],en,Braiger,"Galaxy Cyclone Braiger is an anime series aired from 1981 to 1982 in Japan. There were 39 episodes aired. Other loosely translated names include ""Braiger"", ""Bryger"", ""Brygar"", ""Galactic Whirlwind Bryger"", ""Galactic Cyclone Buraiger"", ""Cosmo Runner"". It is the first series from the J9 Series.",1.248,0.0,0,1981.0,braiger
5926,1981-10-04,"[16, 35]",37468,Dash Kappei,['JP'],ja,ダッシュ勝平 Dasshu Kappei,"The hero of the story is Kappei Sakamoto, a high school student with amazing athletic abilities who joins the basketball team of Seirin High School and quickly becomes one of the most skilled players. Kappei has one unusual handicap for a basketball player - his height; he stands not even one meter tall. His Achilles' heel is female undergarments; he has a particular interest in white panties, and is even more enthusiastic about joining the basketball team when he discovers that the team's female coach, Coach Natsu, wears white panties (although his inventive attempts to sneak a peek at said panties usually result in a physical beatdown from the hot-tempered coach). Eventually, Kappei's athletic prowess extends beyond basketball, and he tries out for - and excels at - every sport the school offers.

In the first episode, Kappei meets and becomes enamored with Akane Aki, a sweet, pretty girl who is quite athletic herself (she later joins the school's ping-pong team) and signs on as assistant coach of Seirin's basketball team. Much to Kappei's delight, not only is Akane pretty, but she also wears white panties, and Kappei sets his sights on winning her heart. Kappei eventually moves in with Akane and her family after his parents (who are rarely around) leave for the United States. However, Kappei has an unusual rival for Akane's heart - Akane's dog, Seiichiro, who has often fantasized about marrying his owner and, resenting Kappei, immediately seeks to sabotage his relationship with Akane through various tricks. Seiichiro can also speak, although only Kappei can understand him.",3.063,7.6,7,1981.0,ダッシュ勝平dasshukappei
5927,1981-10-03,"[16, 10765]",4025,Ulysses 31,['JP'],ja,宇宙伝説ユリシーズ31,"Ulysses 31 is a Franco-Japanese animated television series

The plot line of the series, describes the struggles of Ulysses and his crew against the divine entities that rule the universe, the ancient gods from Greek mythology. The Gods of Olympus are angered when Ulysses, commander of the giant spaceship, Odyssey, kills the giant Cyclops to save a group of enslaved children, including his son. Zeus sentences Ulysses to travel the universe with his crew frozen until he finds the Kingdom of Hades, at which point his crew will be revived and he will be able to return to Earth. Along the way they encounter numerous other famous figures from Greek mythology given a futuristic twist.",9.492,8.3,60,1981.0,宇宙伝説ユリシーズ31
5928,1981-10-02,[16],22310,Six God Combination Godmars,['JP'],ja,六神合体ゴッドマーズ,,2.788,0.0,0,1981.0,六神合体ゴッドマーズ
5929,1981-10-01,[16],21269,Superbook,['JP'],en,Superbook,"Superbook, also known as Animated Parent and Child Theatre, is an anime television series initially produced by Tatsunoko Productions in Japan in conjunction with the Christian Broadcasting Network in the United States and more recently solely produced by CBN for global distribution and broadcast.

The series chronicled the events of the Bible's Old and New Testaments in its 52 episode run. The first 26 episodes aired from October 1, 1981 to March 29, 1982. The series returned as Superbook II with 26 episodes to air from April 4, 1983 to September 26, 1983. Between both series in the first run was the companion series The Flying House. The Christian Broadcasting Network is currently producing a new Superbook series and has released fourteen episodes.

The original series was broadcast on TV Tokyo, Fuji Television, and on various local stations across Japan, achieving good ratings during its broadcast run. The English version was aired on CBN Cable, and in syndication. It was previously seen on the Trinity Broadcasting Network, but is currently off the schedule.",9.348,7.2,6,1981.0,superbook
5930,1981-09-28,"[16, 10759, 35, 10751, 10762]",80885,Ninja Hattori-kun,['JP'],ja,忍者ハットリくん,"11-year-old Kenichi Mitsuba is an average kid who goes to secondary school and struggles with his studies, he is very stubborn and is very lazy and therefore always ends up frustrating his parents and teacher. He loves to find an easy way of things. He befriends Hattori Kanzo, a ninja from the Iga Clan, and he becomes part of the Mitsuba family along with his brother, Shinzo and his ninja dog, Shishimaru. Hattori helps Kenichi with his problems, and constantly keeps an eye on him, as a good friend. The main antagonist Kemumaki, a Koga ninja and his ninja cat, Kagechiyo always troubles Kenichi, mainly because of their feud over one girl, Yumeko. Kenichi asks Hattori to take revenge as a recurring storyline in many episodes. Although Hattori is a good friend, Kenichi sometimes fights with Hattori due to misunderstandings created by Kemumaki. Sometimes Jippou, Togejirou and Tsubame help him.",1.562,8.2,5,1981.0,忍者ハットリくん
5945,1981-07-03,"[16, 10765]",9474,GoShogun,['JP'],ja,戦国魔神ゴーショーグン,"GoShogun was a super robot anime series produced in 1981 and aired in 1982 in Japan. It is variously referred to in English as ""Demon God of the War-Torn Land GoShogun"", ""Warring Demon God GoShogun"", ""Civil War Devil-God GoShogun"" and ""Macron 1"".",1.321,0.0,0,1981.0,戦国魔神ゴーショーグン
