,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count,year,cleaned_name
2974,2009-10-05,"[35, 16, 10762]",42569,Animal Detectives Kiruminzoo,['JP'],ja,あにゃまる探偵 キルミンずぅ,"While searching for a run-away cat the twins Riko and Rimu Mikogami find a strange device that transforms them into ""Kirumin."" It also enables them to turn into real animals. Their older sister Nagisa soon joins them. Now the three have cute, funny and sometimes dangerous adventures.",6.707,7.0,1,2009.0,あにゃまる探偵キルミンずぅ
2975,2009-10-05,"[16, 35, 18]",37437,Heaven's Lost Property,['JP'],ja,そらのおとしもの,"Girl-crazy Tomoki’s quiet life gets turned upside down when beautiful, winged Ikaros falls from the sky – and starts calling him master! She seems a little bit lost on Earth, and her origins are shrouded in mystery. One thing’s for sure, though – she just might have the power to make Tomoki’s every dream come true!

The heavenly hijinks continue in Heaven’s Lost Property: Forte! Tomoki may long for peace and quiet, but with Ikaros and Nymph still adjusting to life on Earth, things aren’t likely to calm down anytime soon. Plus, there’s a new Angeloid on the scene – and she’s been sent to eliminate Tomoki!

And check out the hilarious, super-sexy Heaven’s Lost Property movie, The Angeloid of Clockwork! Hiyori’s a sweet, shy girl infatuated with Tomoki. To get closer to the dirty-minded object of her affection, she joins the New World Discovery Club and starts bonding with Ikaros, Nymph, and the gang – until a sudden, tragic accident changes everything. Why is she trying to kill Tomoki, even after confessing her feelings?",14.663,6.1,14,2009.0,そらのおとしもの
2979,2009-10-03,"[16, 18, 10765, 10759, 18]",36629,Tegami Bachi: Letter Bee,['JP'],ja,テガミバチ,"Apparently abandoned by his mother, orphan Lag Seeing is taken as a ""letter"" by ""Letter Bee"" Gauche Suede to a town where his aunt raises him. His affection and admiration for Gauche give Lag the ambition to become a Letter Bee himself, carrying mail through the dangerous wasteland between towns on his world. When he becomes a teenager, he makes the trip to the capital to take the examination to become a trainee Letter Bee. En route, he meets the strange, powerful girl-like creature Niche, who becomes his ""dingo,"" a Letter Bee's travelling companion. Lag yearns to find his mother, and discover why she abandoned him, if she did.",5.095,7.0,1,2009.0,テガミバチ
2980,2009-10-03,"[10759, 16, 18, 10765]",36134,The Sacred Blacksmith,['JP'],ja,聖剣の刀鍛冶（ブラックスミス）,"This show is based on the light novel series by Isao Miura of the same name. Cecily Campbell is the only child of the famous Campbell family. When her father passes away she joins the prestigious Knight Guards to honour her family's legacy. Soon Cecily encounters a strange young man with a unique sword and an even more unique fighting style. Cecily learns that the man is Luke Ainsworth a blacksmith with a very mysterious past. Soon Cecily and Luke become comrades, of sorts, and together with blacksmith's assistant, Lisa and the Demon Sword of Wind, Aria they embark on many adventures together.",8.099,7.8,6,2009.0,聖剣の刀鍛冶ブラックスミス
2981,2009-10-02,"[16, 35]",56783,Student Council's Discretion,['JP'],ja,生徒会の一存,"At Hekiyo Academy, all but one of the Student Council members are elected via popularity contests, and those seats are filled by the school's most beautiful girls! The lines between fact and fiction disappear at the STUDENT COUNCIL'S DISCRETION!",8.464,7.8,25,2009.0,生徒会の一存
2982,2009-10-02,"[16, 10765, 10759]",46036,The Book of Bantorra,['JP'],ja,戦う司書 The Book of Bantorra,In a world where dead people turn into books and are stored in the Bantorra Library where anyone who reads a book can learn their past. Bantorra Library is maintained by Armed Librarians who wield psychic powers and their enemy is a religious society known as Sindeki Kyōdan.,3.201,5.0,2,2009.0,戦う司書thebookofbantorra
2984,2009-10-02,"[16, 35, 10765]",37522,Nyan Koi!,['JP'],ja,にゃんこい!,High school student Junpei Kousaka is allergic to cats—unfortunately for him he is surrounded by cat lovers and is cursed with an ability to understand cat speech.,5.229,7.3,6,2009.0,にゃんこい
2985,2009-10-02,"[10759, 16, 35, 10765]",36025,Kämpfer,['JP'],ja,けんぷファー,"Kämpfer is a Japanese light novel series by Toshihiko Tsukiji, with illustrations by Senmu. The series contains 15 volumes published by Media Factory under their MF Bunko J imprint between November 2006 and March 2010. The main series covers 12 volumes, while the remaining three are short story collections. A manga adaptation by Yu Tachibana started serialization in the April 2008 issue of Monthly Comic Alive. A 12-episode anime adaptation aired in Japan between October and December 2009 on TBS, concluded in spring 2011 with Kämpfer für die Liebe. The series has extensive use of the German language.",6.441,7.4,5,2009.0,けんぷファー
2986,2009-10-02,"[10759, 16, 35, 18, 10765]",30977,A Certain Scientific Railgun,['JP'],ja,とある科学の超電磁砲,"Misaka’s electro-manipulation abilities – and delightfully destructive Railgun projectile move – make her a rock star in Academy City. The techno-metropolis is packed with supernaturally powered students known as espers, including Misaka’s flirty friend and roommate, Kuroko. She uses her teleportation skills as a member of the Judgment law enforcement team, fighting crime alongside her fellow agent Uiharu. Joined by their friend Saten, a spunky Level 0 esper, Misaka, Kuroko, and Uiharu have a blast taking on danger whenever and wherever it arises.",23.299,6.4,34,2009.0,とある科学の超電磁砲
2987,2009-09-28,[16],56079,Naked Wolves,['JP'],en,Naked Wolves,,0.6,0.0,0,2009.0,nakedwolves
2997,2009-09-13,[16],116038,バトルスピリッツ 少年激覇ダン,['JP'],zh,バトルスピリッツ 少年激覇ダン,,0.629,0.0,0,2009.0,バトルスピリッツ少年激覇ダン
3009,2009-08-07,"[16, 10759, 35, 10765]",53353,Ontama!,['JP'],ja,おんたま!,"Ichigo is a fourth-grade girl, who lives with her gentle-hearted mother and not-so-kind stepfather. Worried about the discord between her parents, she wishes: ""To meet my real father!"" Her wish is granted and suddenly she ends up in her real father's apartment, but several years in the past. Playing the role of her father's younger sister, Ichigo tries to bring her real father and mother together...",0.6,0.0,0,2009.0,おんたま
3016,2009-07-11,"[16, 35, 10765]",25275,Modern Magic Made Simple,['JP'],ja,よくわかる現代魔法,"In this world, magic is similar to quantum physics, and spells - on computer programs, and they are called the same - Codes. As with quantum physics, the magic - the inheritance of the few with an innate gift must be carefully developed through education and training. Adherents are divided into classical magicians who create code intuitive and modern magicians who use computers. These masters are highly valued because they are almost all - spell commercial success to time travel.",0.96,8.0,1,2009.0,よくわかる現代魔法
3018,2009-07-09,"[16, 18]",37866,Tokyo Magnitude 8.0,['JP'],ja,東京マグニチュード8.0,"Tokyo Magnitude 8.0 is a Japanese anime television series that premiered on Fuji TV's noitaminA timeslot on July 9, 2009, where it ended its original run on September 17. Directed by Masaki Tachibana and written by Natsuko Takahashi, it is an original series co-produced by Bones and Kinema Citrus. The 11-episode series centres around two young siblings, Mirai and Yūki, and single mother Mari who the two meet in the aftermath of a major earthquake hitting the Japanese capital, placed in the near future. It won the Excellence Prize in the Animation category at Japan's Media Arts Festival in 2009. It was announced that the series has been licensed for a release in North America, set to be released on April 2013.",8.553,7.9,21,2009.0,東京マグニチュード80
3019,2009-07-07,"[16, 18, 35]",38141,At the Mercy of the Sky,['JP'],ja,宙のまにまに,"Sakura Ooyagi returns to his old hometown in order to start school  at Sōei High School. On the first day, he runs into an old childhood  friend: a junior named Mihoshi Akeno. As children, the two used to play  together, with Mihoshi, or Mii-chan, being extremely fond of astronomy.  After convincing Sakura to join the school's astronomy club, another  girl, Hime Makita, joins the club in hopes of winning over Sakura. The  anime tells the story of the 6 club members as they soar through their  lives, each maturing and changing their outlooks on life",3.61,7.0,2,2009.0,宙のまにまに
3020,2009-07-06,"[16, 35]",37552,GA: Geijutsuka Art Design Class,['JP'],ja,GA 芸術科アートデザインクラス,"GA is a class that specializes in the arts at Ayanoi High School. Kisaragi, Nodamiki, Kyoju, Tomokane and Namiko are five students who learn about art.",1.62,6.5,2,2009.0,ga芸術科アートデザインクラス
3021,2009-07-06,"[16, 35, 18]",34188,Princess Lover!,['JP'],ja,プリンセスラバー,"Princess Lover! is a Japanese visual novel, and the first title developed by Ricotta. It was first released as an adult game for the PC on June 27, 2008 in both limited and regular editions, which was followed by an all-ages release for the PlayStation 2 on January 28, 2010. The gameplay in Princess Lover! follows a linear plot line which offers pre-determined scenarios and courses of interaction, and its story focuses on the appeal of the four female main characters.

Princess Lover! has received several transitions to other media. The game was first adapted into three light novels written by Utsusemi and illustrated by Hyūma Kitsuhi. It was then followed by two manga adaptations: the first, illustrated by Naoha Yuigi, began serialization in Media Factory's Media Factory Mobile! service on March 20, 2009; and the second, illustrated by Yū Midorigi, began its serialization in the manga magazine Comic Valkyrie on July 27, 2009. An anime adaptation produced by the animation studio GoHands also began its broadcast in Japan on July 5, 2009, and it was later followed by other networks in the same month. An Internet radio show has also been produced to promote the anime adaptation, and began its broadcast on July 3, 2009.",11.48,6.6,5,2009.0,プリンセスラバー
3022,2009-07-05,"[35, 16]",73396,Kanamemo,['JP'],ja,かなめも,"The story centers on Kana Nakamichi, a middle-school girl who had already lost her parents and just recently lost her only remaining relative, her grandmother. As a result, she ends up living and working at a newspaper delivery office. Everyone else living at the office are all charming, self-assertive bishōjo. The show follows Kana’s daily life in the fast-paced yet joyous environment.",1.754,8.0,1,2009.0,かなめも
3024,2009-07-04,"[16, 10759, 10765]",81334,Element Hunters,['JP'],ja,Eremento Hantā,"In the year 2029, chemical elements such as oxygen, carbon, gold, molybdenum, and cobalt were continually disappearing from Earth. These disappearing elements ultimately disrupted the environment and led to the destruction of various homes, cities, and even entire countries. Researchers discovered that the vanishing elements drained into a planet called Nega Earth, located in another dimension. Element dematerialization was occurring rapidly; thus, to save Earth, three special pre-teens picked by the space colony government formed the Element Hunters. Their job was to transport themselves to Nega-Earth to battle monsters called Q-EXes and retrieve lost elements. However, out of their own concerns, Ren, Chiara, and Homi, three average middle school students from Earth, banded together to also become Element Hunters. With the help of Professor Aimee Carr and Juno, they are able to help save their own planet.",1.4,1.0,1,2009.0,erementohantā
3025,2009-07-04,"[16, 18, 10759]",43418,Canaan,['JP'],ja,カナン,"Two years ago, Shibuya was ravaged by a biological terrorist  attack using the deadly Ua virus. Maria Osawa was saved when her father  inoculated her against the virus, but is left with partial amnesia from  the shock. She works as a cameraman when she reunites with a girl named  Canaan in Shanghai, China. A gifted assassin with synesthesia, she is  under orders from an unknown organization for a yet unspecified mission",7.427,6.8,12,2009.0,カナン
3026,2009-07-04,[16],26163,Elementhunters,['JP'],en,Elementhunters,,1.093,0.0,0,2009.0,elementhunters
3027,2009-07-03,"[16, 35, 18]",46195,Monogatari,['JP'],ja,化物語,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again.",63.168,8.1,283,2009.0,化物語
3028,2009-07-03,"[16, 35]",25887,Taisho Baseball Girls,['JP'],ja,大正野球娘,"In 1925 (year 14 of the Taishō period), after being told by a baseball player that women should become housewives instead of going to school, two 14-year-old Japanese high school girls named Koume and Akiko decide to start a baseball team in order to prove him wrong. During this time, when even running was considered too vulgar for women, baseball is known as ""what the boys do"" and they face many difficulties when searching members, getting permission from their parents and when learning about the sport itself.",1.185,0.0,0,2009.0,大正野球娘
3029,2009-07-02,"[16, 18]",34838,Sweet Blue Flowers,['JP'],ja,青い花,"Fumi Manjoume enters Kamakura's accelerated  high school - Matsuoka All-Girls High School.  While waiting at the  Kamakura station on the day of her entrance ceremony, she runs into an  old childhood friend whom she had not seen in 10 years: Akira Okudaira.  As their friendship is rekindled and they start falling back into the  rhythm of friends again, it starts a delicate love story...",3.153,6.8,5,2009.0,青い花
3030,2009-07-02,"[16, 10759, 35, 10765]",34806,Needless,['JP'],ja,NEEDLESS,"Adam Blade is a ""Needless"", a person possessing amazing mutant abilities. To restore peace to a war ravaged Japan, he and his friends fight against a evil research group called Simeon.",6.162,7.7,3,2009.0,needless
3031,2009-07-01,"[16, 10765, 10759, 35, 18]",25499,Umineko: When They Cry,['JP'],ja,うみねこのなく頃に,"As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.

However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzo's concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzo is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzo instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality.",4.058,7.2,31,2009.0,うみねこのなく頃に
3032,2009-06-25,"[16, 35]",36984,Juden Chan,['JP'],ja,ファイト一発！ 充電ちゃん!!,"Fight Ippatsu! Jūden-chan!! is a manga series by Bow Ditama, which is also adapted into an anime television series of the same name that began airing on the liberal AT-X network in Japan from June 25, 2009. It features anthropomorphized characters representing aspects of charging electrical equipment. This series contains some explicit fanservice, including omorashi, which was broadcast uncensored. The series was also released on Crunchyroll, under the title of Charger Girl, Ju-den Chan, although it is censored.",8.038,9.0,1,2009.0,ファイト一発充電ちゃん
3034,2009-06-24,"[16, 10759]",61389,Saint Seiya The Lost Canvas,['JP'],ja,聖闘士星矢 THE LOST CANVAS 冥王神話,"An orphan known as Tenma becomes one of Athena's 88 warriors known as Saints and finds himself in a war fighting against his best friend Alone who is revealed to be the reincarnation of Athena's biggest enemy, the God Hades.",43.281,8.1,354,2009.0,聖闘士星矢thelostcanvas冥王神話
3035,2009-06-24,[16],22974,Umi Monogatari,['JP'],ja,うみものがたり ~あなたがいてくれたコト~,,1.96,0.0,0,2009.0,うみものがたり~あなたがいてくれたコト~
