,name,overview,anilist_genres,origin_country,original_language,original_name,first_air_date,year,total_fans,combined_average_score,tmdb_popularity,tmdb_users,vote_average,anilist_users,anilist_average_score,source_material,is_adult,tmdb_id,anilist_id
1460,The Tyrant Falls in Love,"A first year doctorate student in the agricultural science department at a university in Nagoya. Extremely hot-headed and violent, he has a reputation of being a tyrant to other students at the University and is not very social in result. After almost being raped by a gay professor and other bad experiences with homosexual men, he becomes extremely homophobic. Despite this, he unconsciously becomes deeply emotionally attached to his research assistant and friend, Morinaga, whom he is aware is homosexual but allows by his side on the agreement that his sexual orientation not be an issue. He tries to rationalize his dependency on Morinaga by convincing himself that having sex with him from time to time is essential to keep him in his life, although refusing to admit why he needs him in his life in the first place.","['Comedy', 'Drama', 'Romance']",['JP'],ja,恋する暴君,2010-06-25,2010,5440.0,62.97005514705882,5.405,3,8.7,5437.0,63.0,MANGA,False,45226,8634.0
1461,The Tatami Galaxy,"An unnamed third-year Kyoto University student reminisces about his early campus life. He meets Ozu whose encouragement sets him on a mission of dubious morality. He contemplates his affection for a younger female student, Akashi, and makes promises to her, usually of and within a romantic subtext. The culmination of his dubious missions often conflict with his interest in her in some way.","['Comedy', 'Mystery', 'Psychological', 'Romance']",['JP'],ja,四畳半神話大系,2010-04-23,2010,59674.0,84.95786104501123,7.501,33,8.8,59641.0,85.0,OTHER,False,36243,7785.0
1462,House of Five Leaves,"Rônin Akitsu Masanosuke is a skilled swordsman, but his personality often causes him to be let go from his job. One day he encounters Yaichi, the leader of a group calling itself ""Five Leaves"" and takes a job from him as a bodyguard. Though he is worried about their intentions, he feels there is something more to the group and agrees to work with them.","['Drama', 'Mystery']",['JP'],ja,さらい屋 五葉,2010-04-16,2010,12142.0,75.96605172129797,4.206,6,7.3,12136.0,76.0,MANGA,False,53352,7588.0
1463,The Betrayal Knows My Name,"Gifted with a strange ability to see into the troubles of others, kind-hearted Yuki Sakurai finds his life turned upside down the day a handsome stranger named Luka appears. Suddenly, evil beings known as ""Duras"" begin hunting for him and a world of magic, terror, and a dark truth about his past surround him.","['Adventure', 'Drama', 'Fantasy']",['JP'],ja,裏切りは僕の名前を知っている,2010-04-11,2010,7069.0,65.99122931107654,3.644,1,4.0,7068.0,66.0,MANGA,False,42411,7058.0
1464,Rainbow,"About ten years after the Second World War, a group of juvenile offenders are sent to the Shounan Special Reform School, a kind of juvenile detention center, to deal with the atrocities and injustices they experienced in the war.","['Drama', 'Thriller']",['JP'],ja,ＲＡＩＮＢＯＷ 二舎六房の七人,2010-04-06,2010,42150.0,81.96792882562278,6.974,18,6.9,42132.0,82.0,MANGA,False,65447,6114.0
1465,Stray Cats Overrun!,"Takumi lives with his older adoptive sister Otome, she manages a confectionery store called Stray Cats. One day, Otome finds a mysterious girl on the street.","['Comedy', 'Romance']",['JP'],ja,迷い猫オーバーラン!,2010-04-06,2010,14917.0,62.98877790440437,3.806,3,7.2,14914.0,63.0,LIGHT_NOVEL,False,46000,7590.0
1466,KissXsis,"The story begins with Keita Suminoe, a male third-year junior-high school student studying for his high school entrance exams. He is living in a home with his older twin stepsisters, Ako and Riko, who share no blood relation to him, and they help him prepare for his exams. Even though he initially dislikes himself for it, he begins to become attracted to his two step-sisters, and his two parents encourage him to eventually get married to one of them.",,['JP'],ja,kiss×sis,2010-04-05,2010,33.0,6.3,34.607,33,6.3,,,,,45998,
1467,Arakawa Under the Bridge,"Kou Ichinomiya has always lived according to the creed of his wealthy, successful family: never be in debt to anyone. But one day, under the Arakawa Bridge, his life is saved by a homeless girl named Nino. In order to pay her back, Kou promises to be her boyfriend; and thus begins his new life under the bridge.","['Comedy', 'Romance']",['JP'],ja,荒川アンダー ザ ブリッジ,2010-04-05,2010,39188.0,73.96585689496784,4.516,20,7.1,39168.0,74.0,MANGA,False,35423,7647.0
1468,Giant Killing,"Giant Killing follows a ragtag bunch from East Tokyo who are struggling  in Japan's top football league. Nearing the bottom, they have lost 5  matches in a row which hasn't done much to team morale. Even with the  fan's turning their backs on the team, it seems as if the end is near.  East Tokyo United can only blame their coach right now. However, their  Coach is going to do something drastic to prove to his team and fans,  that against the biggest club in the nation, he can make this team win...","['Drama', 'Sports']",['JP'],ja,ジャイアントキリング,2010-04-04,2010,7350.0,72.9735918367347,6.604,3,8.3,7347.0,73.0,MANGA,False,46668,7661.0
1469,WORKING!!,"Set in a family restaurant in Hokkaido, the northern prefecture of Japan, 16-year-old high school student Sōta Takanashi works part-time along with his strange co-workers: Popura Taneshima, a high school girl who—despite being a year older than Sōta—is easily mistaken for a elementary/middle schooler, and Kyoko Shirafuji, the 28-year-old store manager who does not bother to do any work at all.","['Comedy', 'Slice of Life']",['JP'],ja,WORKING!!,2010-04-04,2010,49633.0,74.97177885680897,13.715,21,8.3,49612.0,75.0,MANGA,False,46153,6956.0
1470,Lilpri,"Hime Chen! Otogi Chikku Idol Lilpri, also known as Lilpri, is a Japanese shōjo anime directed by Makoto Moriwaki. The anime was adapted from the Sega arcade game of the same name. It was also adapted into two manga series by Mai Jinna.",['Fantasy'],['JP'],ja,Lilpri,2010-04-04,2010,28.0,0.0,1.4,0,0.0,28.0,,VIDEO_GAME,False,45207,50088.0
1471,SD Gundam Sangokuden Brave Battle Warriors,"SD Gundam Sangokuden Brave Battle Warriors is a Japanese anime television adaptation of the SD Gundam model kit series BB Senshi Sangokuden that began airing on April 3, 2010 and is produced by Sunrise. It is directed by Kenichi Suzuki and Kunihiro Mori. There is no opening theme song, however, there two ending theme songs. The first ending theme, ""Mirisha Legend ~The Brave Legend~"", is performed by Ko-saku. This is the same theme song that has been featured in promotional animation for the BB Senshi Sangokuden model kit series. The second ending theme, ""Justice ・Carve a Legend!"", which is used from episode 27 onwards, is performed by Ryuubi, Kan-u, Chouhi, Sousou and Sonken.","['Action', 'Mecha']",['JP'],ja,SDガンダム三国伝 Brave Battle Warriors,2010-04-03,2010,569.0,57.0,1.028,0,0.0,569.0,57.0,ORIGINAL,False,45403,8287.0
1472,Angel Beats!,"Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront — an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.","['Action', 'Comedy', 'Drama', 'Supernatural']",['JP'],ja,エンジェルビーツ!,2010-04-03,2010,33154.0,71.64757193702118,20.421,182,7.8,32972.0,72.0,ORIGINAL,False,42942,9062.0
1473,Demon King Daimao,"Demon King Daimao follows Akuto Sai as the lead character, who on the day he enters Constant Magic Academy, receives a very unexpected future occupation aptitude test result: “Demon King.”","['Action', 'Comedy', 'Ecchi', 'Fantasy']",['JP'],ja,いちばんうしろの大魔王,2010-04-03,2010,42768.0,63.963075196408525,13.299,28,7.6,42740.0,64.0,LIGHT_NOVEL,False,42413,7088.0
1474,Maid Sama!,Misaki Ayuzawa is the first female student council president at a once all-boys school turned co-ed. She rules the school with strict discipline demeanor. But she has a secret—she works at a maid cafe due to her families circumstances. One day the popular A-student and notorious heart breaker Takumi Usui finds out her secret and makes a deal with her to keep it hush from the school in exchange for spending some time with him.,"['Comedy', 'Drama', 'Romance']",['JP'],ja,会長はメイド様！,2010-04-02,2010,114130.0,78.79178217821782,20.198,339,8.9,113791.0,79.0,MANGA,False,65648,7054.0
1475,Yamada's First Time: B Gata H Kei,"OMG! There’s this girl at school, Yamada, who wants to make like a hundred sex friends. She totally thinks she can devirginize one hundred different boys! Can you believe that? That’s like every boy in the school. Who does she think she is? I heard from my friend’s neighbor’s cousin’s lab partner that Yamada’s never even been kissed.  Oh. My. God. I would totally die. That’s like burn all your makeup and shave off your eyebrows embarrassing. I can’t even think about it. Today at lunch I saw Yamada flirting, like for reals flirting, with that geek Kosuda. You know the guy. Photography club, no muscles, boring face, kind of reminds you of a black-and-white movie. Super lame. If Yamada can’t even make the sex with him, she’ll never score a hundred cherry boys. She needs to take like Sex Ed or something because I heard she can’t give it away!","['Comedy', 'Ecchi', 'Romance']",['JP'],ja,B型H系,2010-04-02,2010,36377.0,64.87464606757017,15.084,80,8.0,36297.0,65.0,MANGA,False,45967,7817.0
1476,Heroman,"Heroman is a manga and anime produced by Bones and created by Marvel's Stan Lee. The manga is published in Monthly Shōnen Gangan and began serialization in September 2009, while the anime series premiered on April 1, 2010, on TV Tokyo and related stations. Stan Lee came up with the series' basic plot, referring to the series and character as ""a new hero for the 21st century"".

Broadcast of Heroman in the United States is currently being planned by Lee and producer Masahiko Minami.","['Action', 'Sci-Fi']",['JP'],ja,HEROMAN,2010-04-01,2010,4814.0,63.0,12.397,0,0.0,4814.0,63.0,MANGA,False,42412,4334.0
1477,Yutori-chan,"The story centres around Yutori-chan, a high school girl assigned to a part-time job in the marketing team of a medium-sized toy company called Popuu. There, she deal with the generation gaps that separate her from Tsumekomi-chan and Dankai-san.","['Comedy', 'Slice of Life']",['JP'],ja,ゆとりちゃん,2010-03-16,2010,1149.0,59.0,2.846,0,0.0,1149.0,59.0,ORIGINAL,False,67171,7770.0
1478,Mobile Suit Gundam Unicorn,"The series begins in U.C. 0001, at the very beginning of human space colonization, when a space colony called Laplace is destroyed during a ceremony hosted by the Federation's Prime Minister ushering in the Universal Century dating system. The main story takes place in UC 0096, sixteen years after the end of the One Year War, three years after the events of Mobile Suit Gundam: Char's Counterattack, and 27 years before Mobile Suit Gundam F91.

The story revolves around Banagher Links, a seemingly normal boy living and going to school in the space colonies. His life changes one day when he meets a girl named Audrey Burne, as the encounter brings him into contact with a new Gundam and its connections to an item called ""Laplace's Box.""","['Drama', 'Mecha', 'Sci-Fi']",['JP'],ja,機動戦士ガンダムUC(ユニコーン),2010-02-20,2010,136.0,73.85882352941177,8.663,8,7.6,128.0,78.0,,False,45500,35177.0
1479,HeartCatch PreCure!,The seventh Pretty Cure installment.,"['Action', 'Fantasy', 'Mahou Shoujo']",['JP'],ja,ハートキャッチプリキュア!,2010-02-07,2010,5722.0,76.96487242222999,17.321,3,10.0,5719.0,77.0,ORIGINAL,False,42981,7645.0
1480,Katanagatari,"The historical epic centers on Shichika Yasuri, the seventh generational head of the Kyotō-ryū school of martial arts in medieval Japan. He and his older sister Nanami live on an isolated island, until a military advisor named Togame tells him of the final 12 swords forged by a legendary swordsmith. At Togame's bidding, Shichika embarks on a journey to find all 12 of the swords.","['Action', 'Adventure', 'Romance']",['JP'],ja,刀語,2010-01-25,2010,65404.0,81.97952418812305,10.548,18,7.6,65386.0,82.0,LIGHT_NOVEL,False,46374,6594.0
1481,Night Raid 1931,"Night Raid 1931, is a Japanese anime television series produced by A-1 Pictures and Aniplex and directed by Jun Matsumoto. The 13-episode anime aired in Japan on the TV Tokyo television network starting April 5, 2010. Senkō no Night Raid is the second project of Anime no Chikara. Sentai Filmworks acquired the series and released it on Blu-ray and DVD in August 2011.",['Action'],['JP'],ja,閃光のナイトレイド,2010-01-23,2010,5166.0,63.9887727448703,4.074,1,6.0,5165.0,64.0,ORIGINAL,False,44316,6973.0
1482,Hanamaru Kindergarten,"Anzu, Hiiragi, and Koume are three girls who attend the lively  Hanamaru Kindergarten. There they have lots of adventures with their  classmates and with Naozomi Tsuchida, their teacher who has just started  working fresh out of school.","['Comedy', 'Romance', 'Slice of Life']",['JP'],ja,はなまる幼稚園,2010-01-11,2010,9927.0,68.98730734360834,6.103,2,6.0,9925.0,69.0,MANGA,False,42408,6574.0
1483,The Qwaser of Stigmata,"When Mafuyu Oribe and her adopted sister Tomo rescue a strange wounded man, they have no idea what they’re getting involved with or what the consequences will be. Alexander Nikolaevith Hell is an Iron Qwaser, one of many opposing factions of super-warriors.","['Action', 'Ecchi', 'Supernatural']",['JP'],ja,聖痕のクェイサー,2010-01-10,2010,30300.0,55.98565346534654,28.188,9,7.7,30291.0,56.0,MANGA,False,38112,6500.0
1484,Durarara!!,"In Tokyo's downtown district of Ikebukuro, amidst many strange rumors and warnings of anonymous gangs and dangerous occupants, one urban legend stands out above the rest—the existence of a headless ""Black Rider"" who is said to be seen driving a jet-black motorcycle through the city streets.

Mikado Ryuugamine has always longed for the excitement of the city life, and an invitation from a childhood friend convinces him to move to Tokyo. Witnessing the Black Rider on his first day in the city, his wishes already seem to have been granted. But as supernatural events begin to occur, ordinary citizens like himself, along with Ikebukuro's most colorful inhabitants, are mixed up in the commotion breaking out in their city.","['Action', 'Mystery', 'Supernatural']",['JP'],ja,デュラララ!!,2010-01-08,2010,135967.0,79.96277773283224,18.97,70,7.7,135897.0,80.0,LIGHT_NOVEL,False,42410,6746.0
1485,Kaitou Reinya,"怪盗レーニャ (Phantom Thief Reinya) appears to be an ordinary girl working at a convenience store but that is nothing but a disguise for her secret identity as Phantom Thief Reinya. Together with her assistant Chūtarō in their secret hideout right below the local convenience store, Reinya hatches plans to steal various treasures made of gold. They face an incompetent trio of a perverted police inspector, a policewoman who is a natural airhead, and a detective totally infatuated with Reinya, all of them in a police station right beside Reinya's convenience store.",['Comedy'],['JP'],ja,怪盗レーニャ,2010-01-08,2010,652.0,50.0,0.6,0,0.0,652.0,50.0,MANGA,False,35459,7561.0
1486,Baka and Test: Summon the Beasts,"Advanced placement into a school of higher grade proof-reading is determined by the results of the Promotion Test strictly for class type. Ranging from A class with the best facilities anyone can offer all the way down to F Class which is composed of low dining tables, rotten tatami mats and other worn out facilities. Students can change classes by competing using the Examination Summons Battle system or ESB. Students summon characters with their equivalent test mark scores and use them to compete with other classes.","['Comedy', 'Romance']",['JP'],ja,バカとテストと召喚獣,2010-01-07,2010,61595.0,71.95139378196282,18.739,47,8.3,61548.0,72.0,LIGHT_NOVEL,False,56343,6347.0
1487,Okamikakushi: Masque of the Wolf,"Kuzumi Hiroshi moves with his crippled sister and his father to  the remote city of Jouga, which is famous for its hassaku citrus and the  rumors that a species of enormous wolves once lived in the area. While  some of the residents are more than friendly, when people begin to  vanish suddenly, it becomes apparent that something sinister is afoot...","['Action', 'Horror', 'Mystery', 'Supernatural']",['JP'],ja,おおかみかくし,2010-01-07,2010,7326.0,57.993174993174996,2.955,1,8.0,7325.0,58.0,VISUAL_NOVEL,False,46342,7079.0
1488,Dance in the Vampire Bund,"Mina Tepeş, the Princess of the ancient covenant and ruler of all vampires, wants her race to stop hiding from the humans. Using her vast wealth, she has paid off Japan's entire national debt and by doing so, gained the right to create a district off Japan's coast that is to become the future haven to vampires worldwide. But when she finally attempts to make public the existence of vampires to the world some politicians, terrorists and rival factions are plotting to assassinate Mina before she has a chance to get Japan's and international recognition for the Vampire Bund. Now she must rely on her strength, cruelty and those closest to her, while trying to make a normal life.","['Action', 'Ecchi', 'Romance', 'Supernatural']",['JP'],ja,ダンスインザヴァンパイアバンド,2010-01-07,2010,19983.0,65.95593754691488,15.01,15,7.3,19968.0,66.0,MANGA,False,37183,6747.0
1489,Omamori Himari,"The slapstick romantic comedy centers around an ordinary  16-year-old high school boy named Yūto Amakawa who is protected by a  spirit—specifically, a beautiful, sword-wielding cat girl spirit named  Himari. Yūto is descended from a family that has subjugated demons since  time immemorial. The charm that once protected him is now impotent, but  fortunately, at that same moment, Himari appears before him as his new  guardian.","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",['JP'],ja,おまもりひまり,2010-01-06,2010,21742.0,63.99466470425904,15.598,2,6.0,21740.0,64.0,MANGA,False,37555,6324.0
1490,Ladies versus Butlers!,"Raised by his uncle after his parents’ deaths, Akiharu enrolls at a mostly female academy that specializes in training maids and butlers for high society placements.","['Comedy', 'Ecchi', 'Romance']",['JP'],ja,れでぃ×ばと！,2010-01-05,2010,21061.0,61.97153506481174,11.908,11,7.5,21050.0,62.0,LIGHT_NOVEL,False,37867,7148.0
1491,Sound of the Sky,"On the outskirts of the country of Helvetia rests the tranquil town of Seize. Upon its cobbled streets, citizens go about their daily lives, undisturbed by the increasingly tense military relations between Helvetia and the neighboring Roman Empire.

It is under these circumstances that the 1121st platoon of the Helvetian army, stationed at the Clocktower Fortress in Seize, receives a new recruit in the young and spirited Kanata Sorami. Having joined the military to fulfill her dream of learning to play the bugle, she excitedly accepts the tutelage of the Sergeant Major, Rio Kazumiya, who happens to be a skilled trumpeter. Working alongside them are the aloof mechanic, Noël Kannagi, the feisty gunner, Kureha Suminoya, and the compassionate Captain Felicia Heideman; together, they experience the beauty of life in Seize and the lasting joy of a community that has persevered in spite of the crumbling world around them.","['Music', 'Sci-Fi', 'Slice of Life']",['JP'],ja,ソ・ラ・ノ・ヲ・ト,2010-01-05,2010,25329.0,73.97899640728019,4.344,8,7.5,25321.0,74.0,ORIGINAL,False,35461,6802.0
1492,Chu-Bra!!,"Chū-Bra!! is a Japanese manga series written and illustrated by Japanese manga author Yumi Nakata. The manga was first serialized in the Japanese seinen manga magazine Comic High! on January 22, 2007, and is published by Futabasha. An anime adaptation began airing on January 4, 2010 in Japan. The anime is also being streamed with English subtitles on the Crunchyroll online video service in North America, Australia, New Zealand and the United Kingdom.","['Comedy', 'Ecchi']",['JP'],ja,ちゅーぶら!!,2010-01-04,2010,5595.0,55.965540661304736,6.069,4,7.8,5591.0,56.0,MANGA,False,42409,6645.0
1493,Cobra the Animation,"Cobra is a well known space pirate, but decides to change his face and to clear all his memories. He becomes a average guy, with a common job, and a very boring life, but suddenly he starts remembering his true identity and new adventures begin.","['Action', 'Sci-Fi']",['JP'],ja,COBRA THE ANIMATION,2010-01-02,2010,1122.0,63.90249554367202,6.72,2,9.3,1120.0,64.0,MANGA,False,35460,5032.0
1494,"Hey, Class President!","High-strung Chiga finds himself questioning the results when his judo team partner, Kokusai, is elected class president of their all-boys school. A president, of course, needs a running mate - and just like that, Kokusai appoints Chiga to be his vice-president! How did a slowpoke like Kokusai win an election, anyway?! It quickly becomes clear that Chiga's major vice-presidential duty will be to keep Kokusai out of harm's way, but is he up to the task?","['Comedy', 'Drama', 'Romance']",['JP'],ja,生徒会長に忠告,2009-11-27,2009,4077.0,64.97056659308315,2.398,2,5.0,4075.0,65.0,MANGA,False,83770,5774.0
1495,Welcome to Irabu's Office,"Welcome to Irabu's Office, where you may be greeted by a man in a bear mask, holding a giant needle, who’s ready to cure your ills. Get to know the eccentric Dr. Ichirou Irabu who has a fetish for injections, and a rather strange methodology. Despite his weird approach, Dr. Irabu (who changes his appearance more than Madonna), does succeed in helping each of his patients... eventually.","['Comedy', 'Drama', 'Psychological']",['JP'],ja,空中ブランコ,2009-10-16,2009,13525.0,75.98994454713494,2.966,2,8.0,13523.0,76.0,OTHER,False,42954,6774.0
1496,Kiddy GiRL-AND,"Twenty-five years after Éclair and Lumière rescued the galaxy from destruction, the Galactic Trade Organization act on behalf of universal peace by combating criminal activity. Two trainees, Ascoeur and Q-feuille, work their way to membership.","['Action', 'Comedy', 'Sci-Fi']",['JP'],ja,キディ・ガーランド,2009-10-15,2009,1960.0,63.94387755102041,2.603,2,9.0,1958.0,64.0,ORIGINAL,False,42418,3349.0
1497,Fairy Tail,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.","['Action', 'Adventure', 'Comedy', 'Fantasy']",['JP'],ja,フェアリーテイル,2009-10-12,2009,149364.0,71.75289761923891,23.598,574,7.7,148790.0,72.0,MANGA,False,46261,6702.0
1498,Aoi Bungaku Series,"An animated adaptation of six classical Japanese literature pieces, including No Longer Human (Ningen Shikkaku) and Run, Melos (Hashire, Melos) by Osamu Dazai, Kokoro by Natsume Souseki, Hell Screen (Jigoku Hen) and The Spider's Thread (Kumo no Ito) by Ryunosuke Akutagawa and In the Forest, Under Cherries in Full Bloom (Sakura no Mori no Mankai no Shita) by Ango Sakaguchi.","['Drama', 'Psychological', 'Thriller']",['JP'],ja,青い文学シリーズ,2009-10-10,2009,23287.0,73.9624855069352,6.984,13,6.8,23274.0,74.0,OTHER,False,61289,7193.0
1499,Whispered Words,"Murasame Sumika is popular in the high school for her excellence in the marks and sports. However, she has a secret: she is in love with her classmate Kazama Ushio, but she hasn't noticed Sumika's feelings.

On the other hand Ushio also has a liking to the love between girls but she only shows any interest in cutesy girls. Sumika, a card-carrying badass who helps run her family's dojo, does not fit this bill even a little. Cue angst, as she is forced to watch from the sidelines as Ushio falls for girl after girl, none of them her. Ushio is always eager to share news about her latest crush. With the duo's knack for attracting trouble, it looks like Sumika's trials have only just begun.","['Comedy', 'Romance']",['JP'],ja,ささめきこと,2009-10-08,2009,9536.0,67.98040058724833,6.833,3,5.7,9533.0,68.0,MANGA,False,42407,6203.0
1500,Kimi ni Todoke: From Me to You,"Kuronuma Sawako is completely misunderstood by her classmates. Her timid and sweet demeanor is often mistaken for malicious behavior. This is due to her resemblance to the ghost girl from ""The Ring,"" which has led her peers to give her the nickname Sadako. Longing to make friends and live a normal life, she is naturally drawn to Kazehaya Shouta, the most popular guy in class, whose ""100% refreshing"" personality earns him great admiration from Sawako. So when Kazehaya starts talking to her, maybe there is hope for the friendships Sawako has always longed for. Maybe... there is even a little hope for some romance in her future.","['Comedy', 'Drama', 'Romance', 'Slice of Life']",['JP'],ja,君に届け,2009-10-07,2009,78296.0,77.85947174823745,15.843,159,8.8,78137.0,78.0,MANGA,False,68854,6045.0
1501,11eyes,"Satsuki Kakeru lost his sister by suicide and has been living a dull life ever since then. One day, he is transported into a bizarre world ""Red Night"" along with his friend Minase Yuka. In order to survive and escape from Red Night, he fights against Dark Spirits (Ralva) and Black Nights.","['Action', 'Ecchi', 'Supernatural']",['JP'],ja,イレブンアイズ,2009-10-07,2009,20658.0,53.97080065834059,2.986,13,7.6,20645.0,54.0,VISUAL_NOVEL,False,44310,6682.0
1502,Kobato.,"Kobato is a girl who came to earth to fulfill her wish, which is to go to a certain place. To fulfill that wish, she has to find a bottle and fill it with scarred hearts. Together with her ""teacher"", which is a stuffed animal, she search for the scarred hearts. However she may not fall in love with any person whom she cures the heart of.","['Comedy', 'Drama', 'Fantasy', 'Romance']",['JP'],ja,こばと。,2009-10-06,2009,17181.0,75.99615854723241,4.176,1,10.0,17180.0,76.0,MANGA,False,46344,5678.0
1503,Animal Detectives Kiruminzoo,"While searching for a run-away cat the twins Riko and Rimu Mikogami find a strange device that transforms them into ""Kirumin."" It also enables them to turn into real animals. Their older sister Nagisa soon joins them. Now the three have cute, funny and sometimes dangerous adventures.","['Comedy', 'Fantasy', 'Mahou Shoujo']",['JP'],ja,あにゃまる探偵 キルミンずぅ,2009-10-05,2009,1305.0,65.95478927203065,6.707,1,7.0,1304.0,66.0,ORIGINAL,False,42569,7152.0
1504,Heaven's Lost Property,"Girl-crazy Tomoki’s quiet life gets turned upside down when beautiful, winged Ikaros falls from the sky – and starts calling him master! She seems a little bit lost on Earth, and her origins are shrouded in mystery. One thing’s for sure, though – she just might have the power to make Tomoki’s every dream come true!

The heavenly hijinks continue in Heaven’s Lost Property: Forte! Tomoki may long for peace and quiet, but with Ikaros and Nymph still adjusting to life on Earth, things aren’t likely to calm down anytime soon. Plus, there’s a new Angeloid on the scene – and she’s been sent to eliminate Tomoki!

And check out the hilarious, super-sexy Heaven’s Lost Property movie, The Angeloid of Clockwork! Hiyori’s a sweet, shy girl infatuated with Tomoki. To get closer to the dirty-minded object of her affection, she joins the New World Discovery Club and starts bonding with Ikaros, Nymph, and the gang – until a sudden, tragic accident changes everything. Why is she trying to kill Tomoki, even after confessing her feelings?","['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Slice of Life', 'Supernatural']",['JP'],ja,そらのおとしもの,2009-10-05,2009,45350.0,68.98058213891952,14.663,14,6.1,45336.0,69.0,MANGA,False,37437,5958.0
1505,Tegami Bachi: Letter Bee,"Apparently abandoned by his mother, orphan Lag Seeing is taken as a ""letter"" by ""Letter Bee"" Gauche Suede to a town where his aunt raises him. His affection and admiration for Gauche give Lag the ambition to become a Letter Bee himself, carrying mail through the dangerous wasteland between towns on his world. When he becomes a teenager, he makes the trip to the capital to take the examination to become a trainee Letter Bee. En route, he meets the strange, powerful girl-like creature Niche, who becomes his ""dingo,"" a Letter Bee's travelling companion. Lag yearns to find his mother, and discover why she abandoned him, if she did.","['Adventure', 'Fantasy', 'Supernatural']",['JP'],ja,テガミバチ,2009-10-03,2009,12059.0,72.9945269093623,5.095,1,7.0,12058.0,73.0,MANGA,False,36629,6444.0
1506,The Sacred Blacksmith,"This show is based on the light novel series by Isao Miura of the same name. Cecily Campbell is the only child of the famous Campbell family. When her father passes away she joins the prestigious Knight Guards to honour her family's legacy. Soon Cecily encounters a strange young man with a unique sword and an even more unique fighting style. Cecily learns that the man is Luke Ainsworth a blacksmith with a very mysterious past. Soon Cecily and Luke become comrades, of sorts, and together with blacksmith's assistant, Lisa and the Demon Sword of Wind, Aria they embark on many adventures together.","['Action', 'Adventure', 'Fantasy']",['JP'],ja,聖剣の刀鍛冶（ブラックスミス）,2009-10-03,2009,16818.0,62.98030681412772,8.099,6,7.8,16812.0,63.0,LIGHT_NOVEL,False,36134,5940.0
1507,Student Council's Discretion,"At Hekiyo Academy, all but one of the Student Council members are elected via popularity contests, and those seats are filled by the school's most beautiful girls! The lines between fact and fiction disappear at the STUDENT COUNCIL'S DISCRETION!",['Comedy'],['JP'],ja,生徒会の一存,2009-10-02,2009,22010.0,69.9293502953203,8.464,25,7.8,21985.0,70.0,LIGHT_NOVEL,False,56783,5909.0
1508,The Book of Bantorra,In a world where dead people turn into books and are stored in the Bantorra Library where anyone who reads a book can learn their past. Bantorra Library is maintained by Armed Librarians who wield psychic powers and their enemy is a religious society known as Sindeki Kyōdan.,"['Action', 'Fantasy']",['JP'],ja,戦う司書 The Book of Bantorra,2009-10-02,2009,6846.0,66.98188723342098,3.201,2,5.0,6844.0,67.0,LIGHT_NOVEL,False,46036,6758.0
1509,Nyan Koi!,High school student Junpei Kousaka is allergic to cats—unfortunately for him he is surrounded by cat lovers and is cursed with an ability to understand cat speech.,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",['JP'],ja,にゃんこい!,2009-10-02,2009,24122.0,67.98490174944034,5.229,6,7.3,24116.0,68.0,MANGA,False,37522,6512.0
1510,Kämpfer,"Kämpfer is a Japanese light novel series by Toshihiko Tsukiji, with illustrations by Senmu. The series contains 15 volumes published by Media Factory under their MF Bunko J imprint between November 2006 and March 2010. The main series covers 12 volumes, while the remaining three are short story collections. A manga adaptation by Yu Tachibana started serialization in the April 2008 issue of Monthly Comic Alive. A 12-episode anime adaptation aired in Japan between October and December 2009 on TBS, concluded in spring 2011 with Kämpfer für die Liebe. The series has extensive use of the German language.","['Action', 'Comedy', 'Ecchi', 'Romance']",['JP'],ja,けんぷファー,2009-10-02,2009,26190.0,57.99033982436044,6.441,5,7.4,26185.0,58.0,LIGHT_NOVEL,False,36025,6205.0
1511,A Certain Scientific Railgun,"Misaka’s electro-manipulation abilities – and delightfully destructive Railgun projectile move – make her a rock star in Academy City. The techno-metropolis is packed with supernaturally powered students known as espers, including Misaka’s flirty friend and roommate, Kuroko. She uses her teleportation skills as a member of the Judgment law enforcement team, fighting crime alongside her fellow agent Uiharu. Joined by their friend Saten, a spunky Level 0 esper, Misaka, Kuroko, and Uiharu have a blast taking on danger whenever and wherever it arises.","['Action', 'Fantasy', 'Sci-Fi']",['JP'],ja,とある科学の超電磁砲,2009-10-02,2009,71553.0,74.96740318365407,23.299,34,6.4,71519.0,75.0,MANGA,False,30977,6213.0
1512,Naked Wolves,,"['Action', 'Comedy', 'Sports']",['JP'],en,Naked Wolves,2009-09-28,2009,125.0,46.0,0.6,0,0.0,125.0,46.0,ORIGINAL,False,56079,7247.0
